xxx,Epoch,Loss
Training,1379,169.2752
Training,1380,169.3093
Training,1381,169.2866
Training,1382,169.22
Training,1383,169.2014
Training,1384,169.1477
Training,1385,169.1829
Training,1386,169.0966
Training,1387,169.2081
Training,1388,169.1685
Training,1389,169.1839
Training,1390,169.2575
Training,1391,169.2476
Training,1392,169.2342
Training,1393,169.206
Training,1394,169.1193
Training,1395,169.1597
Training,1396,169.237
Training,1397,169.1543
Training,1398,169.1676
Training,1399,169.1546
Training,1400,169.0852
Training,1401,169.1484
Training,1402,169.1112
Training,1403,169.1324
Training,1404,169.0763
Training,1405,169.1799
Training,1406,169.1083
Training,1407,169.2257
Training,1408,169.1082
Training,1409,169.1774
Training,1410,169.194
Training,1411,169.1219
Training,1412,169.1692
Training,1413,169.1137
Training,1414,169.0978
Training,1415,169.1643
Training,1416,169.0961
Training,1417,169.1082
Training,1418,169.0723
Training,1419,169.1037
Training,1420,169.0703
Training,1421,169.1456
Training,1422,169.091
Training,1423,169.0486
Training,1424,169.0432
Training,1425,169.0174
Training,1426,169.078
Training,1427,169.1212
Training,1428,169.1468
Training,1429,169.0556
Training,1430,169.0899
Training,1431,169.0682
Training,1432,169.0823
Training,1433,169.0392
Training,1434,169.1189
Training,1435,169.067
Training,1436,169.184
Training,1437,169.0147
Training,1438,169.127
Training,1439,169.0366
Training,1440,169.0221
Training,1441,169.0938
Training,1442,169.0324
Training,1443,168.9933
Training,1444,169.0517
Training,1445,169.0793
Training,1446,169.0326
Training,1447,169.0004
Training,1448,169.0347
Training,1449,169.078
Training,1450,169.0145
Training,1451,168.9874
Training,1452,169.0247
Training,1453,169.0292
Training,1454,168.965
Training,1455,168.9725
Training,1456,168.9579
Training,1457,168.962
Training,1458,168.9801
Training,1459,169.0324
Training,1460,169.0154
Training,1461,168.9231
Training,1462,168.9921
Training,1463,169.0476
Training,1464,168.9044
Training,1465,168.905
Training,1466,168.9836
Training,1467,169.0138
Training,1468,168.9199
Training,1469,168.9104
Training,1470,168.9906
Training,1471,168.95
Training,1472,168.9413
Training,1473,168.9254
Training,1474,168.9387
Training,1475,168.9587
Training,1476,168.8818
Training,1477,168.9721
Training,1478,168.884
Training,1479,168.9134
Training,1480,168.9337
Training,1481,168.9535
Training,1482,168.9701
Training,1483,168.8331
Training,1484,168.9282
Training,1485,168.9913
Training,1486,168.8869
Training,1487,168.8899
Training,1488,168.7829
Training,1489,168.8775
Training,1490,168.851
Training,1491,168.8807
Training,1492,168.9031
Training,1493,168.8198
Training,1494,168.9414
Training,1495,168.8872
Training,1496,168.8992
Training,1497,168.8651
Training,1498,168.8948
Training,1499,168.7949
Training,1500,168.8784
Training,1501,168.8761
Training,1502,168.8222
Training,1503,168.8477
Training,1504,168.7462
Training,1505,168.847
Training,1506,168.8415
Training,1507,168.8157
Training,1508,168.7663
Training,1509,168.783
Training,1510,168.7414
Training,1511,168.846
Training,1512,168.7737
Training,1513,168.8133
Training,1514,168.7818
Training,1515,168.772
Training,1516,168.8558
Training,1517,168.7508
Training,1518,168.7434
Training,1519,168.7399
Training,1520,168.7747
Training,1521,168.8124
Training,1522,168.8008
Training,1523,168.7304
Training,1524,168.6939
Training,1525,168.727
Training,1526,168.7941
Training,1527,168.7165
Training,1528,168.7244
Training,1529,168.7312
Training,1530,168.7515
Training,1531,168.8146
Training,1532,168.7544
Training,1533,168.7376
Training,1534,168.7308
Training,1535,168.7174
Training,1536,168.7097
Training,1537,168.7103
Training,1538,168.7658
Training,1539,168.6323
Training,1540,168.6732
Training,1541,168.7304
Training,1542,168.6723
Training,1543,168.779
Training,1544,168.6966
Training,1545,168.6478
Training,1546,168.711
Training,1547,168.6773
Training,1548,168.6723
Training,1549,168.6545
Training,1550,168.6495
Training,1551,168.6235
Training,1552,168.6271
Training,1553,168.7385
Training,1554,168.6597
Training,1555,168.6135
Training,1556,168.605
Training,1557,168.6275
Training,1558,168.6275
Training,1559,168.7386
Training,1560,168.6347
Training,1561,168.6741
Training,1562,168.6667
Training,1563,168.6601
Training,1564,168.6455
Training,1565,168.6815
Training,1566,168.666
Training,1567,168.5864
Training,1568,168.5771
Training,1569,168.5809
Training,1570,168.5705
Training,1571,168.6285
Training,1572,168.5844
Training,1573,168.6537
Training,1574,168.6331
Training,1575,168.5672
Training,1576,168.5718
Training,1577,168.5711
Training,1578,168.5282
Training,1579,168.5242
Training,1580,168.5839
Training,1581,168.5454
Training,1582,168.537
Training,1583,168.5083
Training,1584,168.5981
Training,1585,168.5024
Training,1586,168.5707
Training,1587,168.5994
Training,1588,168.4894
Training,1589,168.5231
Training,1590,168.4775
Training,1591,168.5417
Training,1592,168.4526
Training,1593,168.4832
Training,1594,168.4704
Training,1595,168.492
Training,1596,168.4872
Training,1597,168.5093
Training,1598,168.4921
Training,1599,168.4313
Training,1600,168.4509
Training,1601,168.4354
Training,1602,168.5141
Training,1603,168.3996
Training,1604,168.4622
Training,1605,168.4487
Training,1606,168.4909
Training,1607,168.4033
Training,1608,168.3468
Training,1609,168.4627
Training,1610,168.4602
Training,1611,168.3708
Training,1612,168.4613
Training,1613,168.4332
Training,1614,168.4426
Training,1615,168.4042
Training,1616,168.3969
Training,1617,168.4233
Training,1618,168.4006
Training,1619,168.3749
Training,1620,168.3732
Training,1621,168.4525
Training,1622,168.3863
Training,1623,168.3692
Training,1624,168.3653
Training,1625,168.3987
Training,1626,168.4093
Training,1627,168.2896
Training,1628,168.3879
Training,1629,168.3435
Training,1630,168.3402
Training,1631,168.286
Training,1632,168.4025
Training,1633,168.3294
Training,1634,168.3653
Training,1635,168.3177
Training,1636,168.3531
Training,1637,168.337
Training,1638,168.3486
Training,1639,168.3674
Training,1640,168.4353
Training,1641,168.2628
Training,1642,168.2762
Training,1643,168.3335
Training,1644,168.2551
Training,1645,168.279
Training,1646,168.2543
Training,1647,168.304
Training,1648,168.28
Training,1649,168.248
Training,1650,168.3548
Training,1651,168.2426
Training,1652,168.2986
Training,1653,168.3617
Training,1654,168.3067
Training,1655,168.3486
Training,1656,168.3053
Training,1657,168.272
Training,1658,168.2334
Training,1659,168.2661
Training,1660,168.2689
Training,1661,168.2039
Training,1662,168.1925
Training,1663,168.1898
Training,1664,168.2565
Training,1665,168.247
Training,1666,168.2479
Training,1667,168.1326
Training,1668,168.158
Training,1669,168.2229
Training,1670,168.1524
Training,1671,168.1972
Training,1672,168.176
Training,1673,168.202
Training,1674,168.2165
Training,1675,168.1434
Training,1676,168.1447
Training,1677,168.1834
Training,1678,168.1239
Training,1679,168.2066
Training,1680,168.1567
Training,1681,168.1595
Training,1682,168.1546
Training,1683,168.1019
Training,1684,168.0924
Training,1685,168.1512
Training,1686,168.1542
Training,1687,168.2259
Training,1688,168.1218
Training,1689,168.1088
Training,1690,168.1411
Training,1691,168.1208
Training,1692,168.1369
Training,1693,168.1102
Training,1694,168.163
Training,1695,168.0544
Training,1696,168.1369
Training,1697,168.0482
Training,1698,168.0864
Training,1699,168.0715
Training,1700,168.0993
Training,1701,168.1313
Training,1702,168.0298
Training,1703,168.0608
Training,1704,168.1568
Training,1705,168.0742
Training,1706,168.0118
Training,1707,168.0651
Training,1708,168.0121
Training,1709,168.1002
Training,1710,167.9655
Training,1711,168.0221
Training,1712,167.9693
Training,1713,168.0115
Training,1714,168.0311
Training,1715,167.9832
Training,1716,167.9985
Training,1717,167.9531
Training,1718,167.9544
Training,1719,168.0402
Training,1720,168.0101
Training,1721,167.9392
Training,1722,167.9519
Training,1723,167.8604
Training,1724,167.8451
Training,1725,167.9452
Training,1726,167.8972
Training,1727,167.8801
Training,1728,167.9288
Training,1729,167.8365
Training,1730,167.8944
Training,1731,167.8851
Training,1732,167.8595
Training,1733,167.9193
Training,1734,167.9203
Training,1735,167.889
Training,1736,167.9022
Training,1737,167.8857
Training,1738,167.8427
Training,1739,167.8512
Training,1740,167.7647
Training,1741,167.7826
Training,1742,167.8321
Training,1743,167.7583
Training,1744,167.8439
Training,1745,167.932
Training,1746,167.7448
Training,1747,167.8207
Training,1748,167.7226
Training,1749,167.7187
Training,1750,167.7704
Training,1751,167.7414
Training,1752,167.6983
Training,1753,167.7291
Training,1754,167.6977
Training,1755,167.5864
Training,1756,167.6322
Training,1757,167.6198
Training,1758,167.5865
Training,1759,167.595
Training,1760,167.555
Training,1761,167.5719
Training,1762,167.4932
Training,1763,167.5275
Training,1764,167.4891
Training,1765,167.4252
Training,1766,167.4814
Training,1767,167.3979
Training,1768,167.3596
Training,1769,167.3355
Training,1770,167.3356
Training,1771,167.3077
Training,1772,167.2538
Training,1773,167.2505
Training,1774,167.2448
Training,1775,167.2029
Training,1776,167.1872
Training,1777,167.1088
Training,1778,167.1463
Training,1779,167.1082
Training,1780,167.1293
Training,1781,167.095
Training,1782,167.0312
Training,1783,167.0684
Training,1784,167.0485
Training,1785,167.0059
Training,1786,166.9703
Training,1787,167.009
Training,1788,166.9361
Training,1789,166.9439
Training,1790,166.9155
Training,1791,166.9158
Training,1792,166.894
Training,1793,166.8709
Training,1794,166.8729
Training,1795,166.8913
Training,1796,166.8346
Training,1797,166.8454
Training,1798,166.8643
Training,1799,166.8186
Training,1800,166.8153
Training,1801,166.7773
Training,1802,166.7994
Training,1803,166.7752
Training,1804,166.7265
Training,1805,166.7483
Training,1806,166.7604
Training,1807,166.7417
Training,1808,166.7236
Training,1809,166.6972
Training,1810,166.7122
Training,1811,166.7106
Training,1812,166.7182
Training,1813,166.6957
Training,1814,166.6388
Training,1815,166.6665
Training,1816,166.6213
Training,1817,166.6307
Training,1818,166.6368
Training,1819,166.5938
Training,1820,166.6106
Training,1821,166.6124
Training,1822,166.5852
Training,1823,166.6013
Training,1824,166.5556
Training,1825,166.5543
Training,1826,166.5647
Training,1827,166.5575
Training,1828,166.5841
Training,1829,166.5152
Training,1830,166.5366
Training,1831,166.5352
Training,1832,166.5208
Training,1833,166.5036
Training,1834,166.4971
Training,1835,166.4989
Training,1836,166.4862
Training,1837,166.4491
Training,1838,166.4554
Training,1839,166.4827
Training,1840,166.4668
Training,1841,166.4451
Training,1842,166.4374
Training,1843,166.461
Training,1844,166.4194
Training,1845,166.4323
Training,1846,166.4187
Training,1847,166.4081
Training,1848,166.4236
Training,1849,166.3912
Training,1850,166.3871
Training,1851,166.4071
Training,1852,166.3926
Training,1853,166.3852
Training,1854,166.41
Training,1855,166.373
Training,1856,166.3646
Training,1857,166.3592
Training,1858,166.3756
Training,1859,166.3673
Training,1860,166.3469
Training,1861,166.3298
Training,1862,166.3465
Training,1863,166.344
Training,1864,166.3266
Training,1865,166.319
Training,1866,166.2955
Training,1867,166.3255
Training,1868,166.2914
Training,1869,166.3139
Training,1870,166.3262
Training,1871,166.2789
Training,1872,166.291
Training,1873,166.2803
Training,1874,166.2763
Training,1875,166.2925
Training,1876,166.2605
Training,1877,166.2406
Training,1878,166.2642
Training,1879,166.2526
Training,1880,166.2685
Training,1881,166.2603
Training,1882,166.2407
Training,1883,166.2295
Training,1884,166.2352
Training,1885,166.231
Training,1886,166.2309
Training,1887,166.212
Training,1888,166.2298
Training,1889,166.2329
Training,1890,166.2155
Training,1891,166.1995
Training,1892,166.2189
Training,1893,166.1765
Training,1894,166.1859
Training,1895,166.1964
Training,1896,166.1908
Training,1897,166.1808
Training,1898,166.1464
Training,1899,166.1488
Training,1900,166.1676
Training,1901,166.1494
Training,1902,166.1531
Training,1903,166.1352
Training,1904,166.162
Training,1905,166.1398
Training,1906,166.1187
Training,1907,166.1254
Training,1908,166.1526
Training,1909,166.1212
Training,1910,166.1328
Training,1911,166.1078
Training,1912,166.1209
Training,1913,166.1035
Training,1914,166.1011
Training,1915,166.098
Training,1916,166.0949
Training,1917,166.103
Training,1918,166.1087
Training,1919,166.0832
Training,1920,166.0911
Training,1921,166.0765
Training,1922,166.0785
Training,1923,166.0925
Training,1924,166.0754
Training,1925,166.0688
Training,1926,166.0603
Training,1927,166.0597
Training,1928,166.0608
Training,1929,166.0611
Training,1930,166.0498
Training,1931,166.0317
Training,1932,166.0364
Training,1933,166.0288
Training,1934,166.0581
Training,1935,166.0227
Training,1936,166.0287
Training,1937,166.0106
Training,1938,166.0103
Training,1939,166.0022
Training,1940,165.995
Training,1941,165.9864
Training,1942,165.9795
Training,1943,165.9891
Training,1944,165.9969
Training,1945,165.9749
Training,1946,165.9737
Training,1947,165.9612
Training,1948,165.9805
Training,1949,165.9613
Training,1950,165.9571
Training,1951,165.9794
Training,1952,165.9421
Training,1953,165.9382
Training,1954,165.951
Training,1955,165.9591
Training,1956,165.9724
Training,1957,165.9294
Training,1958,165.9306
Training,1959,165.9586
Training,1960,165.9241
Training,1961,165.9119
Training,1962,165.9297
Training,1963,165.9177
Training,1964,165.9121
Training,1965,165.9148
Training,1966,165.9185
Training,1967,165.9122
Training,1968,165.9194
Training,1969,165.8901
Training,1970,165.8982
Training,1971,165.8951
Training,1972,165.885
Training,1973,165.9079
Training,1974,165.8867
Training,1975,165.8903
Training,1976,165.8707
Training,1977,165.8749
Training,1978,165.8755
Training,1979,165.8639
Training,1980,165.8747
Training,1981,165.8555
Training,1982,165.8356
Training,1983,165.8661
Training,1984,165.8502
Training,1985,165.8453
Training,1986,165.8628
Training,1987,165.8413
Training,1988,165.8601
Training,1989,165.8326
Training,1990,165.8632
Training,1991,165.8553
Training,1992,165.8427
Training,1993,165.83
Training,1994,165.8445
Training,1995,165.8083
Training,1996,165.8203
Training,1997,165.822
Training,1998,165.8025
Training,1999,165.8012
Training,2000,165.8037
Training,2001,165.8034
Training,2002,165.7971
Training,2003,165.803
Training,2004,165.8211
Training,2005,165.7947
Training,2006,165.7914
Training,2007,165.7991
Training,2008,165.7825
Training,2009,165.7794
Training,2010,165.778
Training,2011,165.7681
Training,2012,165.7662
Training,2013,165.7635
Training,2014,165.7904
Training,2015,165.7771
Training,2016,165.7529
Training,2017,165.7692
Training,2018,165.7732
Training,2019,165.7536
Training,2020,165.7356
Training,2021,165.7529
Training,2022,165.7579
Training,2023,165.7427
Training,2024,165.7229
Training,2025,165.7503
Training,2026,165.7595
Training,2027,165.7471
Training,2028,165.7384
Training,2029,165.7267
Training,2030,165.7373
Training,2031,165.7178
Training,2032,165.7101
Training,2033,165.724
Training,2034,165.7203
Training,2035,165.7098
Training,2036,165.7295
Training,2037,165.7073
Training,2038,165.6971
Training,2039,165.6985
Training,2040,165.693
Training,2041,165.6765
Training,2042,165.6985
Training,2043,165.6956
Training,2044,165.7071
Training,2045,165.6796
Training,2046,165.7055
Training,2047,165.6955
Training,2048,165.69
Training,2049,165.6689
Training,2050,165.6762
Training,2051,165.6827
Training,2052,165.651
Training,2053,165.6882
Training,2054,165.6773
Training,2055,165.67
Training,2056,165.6837
Training,2057,165.6716
Training,2058,165.6665
Training,2059,165.6648
Training,2060,165.6582
Training,2061,165.6422
Training,2062,165.6512
Training,2063,165.6528
Training,2064,165.6525
Training,2065,165.633
Training,2066,165.6445
Training,2067,165.6376
Training,2068,165.6243
Training,2069,165.6225
Training,2070,165.6199
Training,2071,165.6189
Training,2072,165.6249
Training,2073,165.6221
Training,2074,165.6222
Training,2075,165.608
Training,2076,165.6283
Training,2077,165.6151
Training,2078,165.6091
Training,2079,165.6151
Training,2080,165.6047
Training,2081,165.6093
Training,2082,165.6006
Training,2083,165.6072
Training,2084,165.5813
Training,2085,165.5864
Training,2086,165.6036
Training,2087,165.594
Training,2088,165.5831
Training,2089,165.5865
Training,2090,165.5684
Training,2091,165.5698
Training,2092,165.5808
Training,2093,165.5813
Training,2094,165.5729
Training,2095,165.5681
Training,2096,165.578
Training,2097,165.5788
Training,2098,165.5711
Training,2099,165.5603
Training,2100,165.5669
Training,2101,165.5722
Training,2102,165.5631
Training,2103,165.5379
Training,2104,165.5622
Training,2105,165.5555
Training,2106,165.5834
Training,2107,165.545
Training,2108,165.5309
Training,2109,165.5398
Training,2110,165.5497
Training,2111,165.527
Training,2112,165.5432
Training,2113,165.5424
Training,2114,165.5233
Training,2115,165.5485
Training,2116,165.5378
Training,2117,165.536
Training,2118,165.5299
Training,2119,165.5048
Training,2120,165.5095
Training,2121,165.5229
Training,2122,165.5241
Training,2123,165.5212
Training,2124,165.5243
Training,2125,165.5028
Training,2126,165.5168
Training,2127,165.5045
Training,2128,165.5091
Training,2129,165.5081
Training,2130,165.495
Training,2131,165.4942
Training,2132,165.5034
Training,2133,165.4945
Training,2134,165.497
Training,2135,165.5053
Training,2136,165.4934
Training,2137,165.4804
Training,2138,165.4954
Training,2139,165.4826
Training,2140,165.4723
Training,2141,165.495
Training,2142,165.4676
Training,2143,165.4581
Training,2144,165.4524
Training,2145,165.4752
Training,2146,165.463
Training,2147,165.4687
Training,2148,165.4688
Training,2149,165.4602
Training,2150,165.46
Training,2151,165.4733
Training,2152,165.4532
Training,2153,165.4508
Training,2154,165.4528
Training,2155,165.4542
Training,2156,165.4439
Training,2157,165.4554
Training,2158,165.4459
Training,2159,165.4334
Training,2160,165.4455
Training,2161,165.4302
Training,2162,165.4235
Training,2163,165.4222
Training,2164,165.4419
Training,2165,165.4295
Training,2166,165.4331
Training,2167,165.4085
Training,2168,165.4199
Training,2169,165.4189
Training,2170,165.4331
Training,2171,165.4163
Training,2172,165.4106
Training,2173,165.4113
Training,2174,165.4181
Training,2175,165.4071
Training,2176,165.4168
Training,2177,165.4117
Training,2178,165.4146
Training,2179,165.4071
Training,2180,165.4001
Training,2181,165.3958
Training,2182,165.425
Training,2183,165.41
Training,2184,165.376
Training,2185,165.3863
Training,2186,165.4084
Training,2187,165.41
Training,2188,165.3724
Training,2189,165.3741
Training,2190,165.395
Training,2191,165.3836
Training,2192,165.3739
Training,2193,165.3905
Training,2194,165.3738
Training,2195,165.3816
Training,2196,165.3638
Training,2197,165.3762
Training,2198,165.368
Training,2199,165.3773
Training,2200,165.3605
Training,2201,165.3669
Training,2202,165.3655
Training,2203,165.3616
Training,2204,165.3755
Training,2205,165.3799
Training,2206,165.3667
Training,2207,165.3604
Training,2208,165.3586
Training,2209,165.3465
Training,2210,165.3549
Training,2211,165.3462
Training,2212,165.3583
Training,2213,165.3379
Training,2214,165.3536
Training,2215,165.3403
Training,2216,165.3322
Training,2217,165.339
Training,2218,165.3307
Training,2219,165.3373
Training,2220,165.3456
Training,2221,165.3322
Training,2222,165.3253
Training,2223,165.3325
Training,2224,165.3233
Training,2225,165.3311
Training,2226,165.334
Training,2227,165.319
Training,2228,165.3179
Training,2229,165.3067
Training,2230,165.3216
Training,2231,165.3195
Training,2232,165.3129
Training,2233,165.3131
Training,2234,165.321
Training,2235,165.301
Training,2236,165.2949
Training,2237,165.2991
Training,2238,165.3063
Training,2239,165.3041
Training,2240,165.2873
Training,2241,165.2994
Training,2242,165.2916
Training,2243,165.2885
Training,2244,165.285
Training,2245,165.3003
Training,2246,165.2973
Training,2247,165.2862
Training,2248,165.2885
Training,2249,165.2766
Training,2250,165.2909
Training,2251,165.2872
Training,2252,165.2786
Training,2253,165.2723
Training,2254,165.2855
Training,2255,165.2846
Training,2256,165.259
Training,2257,165.2779
Training,2258,165.2712
Training,2259,165.2522
Training,2260,165.2656
Training,2261,165.2752
Training,2262,165.2604
Training,2263,165.2561
Training,2264,165.266
Training,2265,165.2638
Training,2266,165.2644
Training,2267,165.2648
Training,2268,165.2532
Training,2269,165.2588
Training,2270,165.2592
Training,2271,165.2495
Training,2272,165.2442
Training,2273,165.2328
Training,2274,165.2401
Training,2275,165.2547
Training,2276,165.25
Training,2277,165.2409
Training,2278,165.2654
Training,2279,165.2288
Training,2280,165.2378
Training,2281,165.2314
Training,2282,165.2329
Training,2283,165.2274
Training,2284,165.2326
Training,2285,165.2302
Training,2286,165.2415
Training,2287,165.2301
Training,2288,165.219
Training,2289,165.2301
Training,2290,165.2224
Training,2291,165.2157
Training,2292,165.2324
Training,2293,165.2291
Training,2294,165.2142
Training,2295,165.2283
Training,2296,165.2151
Training,2297,165.2167
Training,2298,165.2144
Training,2299,165.2159
Training,2300,165.2063
Training,2301,165.2115
Training,2302,165.2096
Training,2303,165.2014
Training,2304,165.2184
Training,2305,165.2035
Training,2306,165.2097
Training,2307,165.1997
Training,2308,165.1933
Training,2309,165.2056
Training,2310,165.1913
Training,2311,165.1782
Training,2312,165.1986
Training,2313,165.2066
Training,2314,165.1986
Training,2315,165.193
Training,2316,165.1901
Training,2317,165.1872
Training,2318,165.176
Training,2319,165.1801
Training,2320,165.1728
Training,2321,165.1666
Training,2322,165.1843
Training,2323,165.1763
Training,2324,165.1635
Training,2325,165.1863
Training,2326,165.1776
Training,2327,165.1704
Training,2328,165.1678
Training,2329,165.1665
Training,2330,165.1665
Training,2331,165.1825
Training,2332,165.1565
Training,2333,165.1633
Training,2334,165.169
Training,2335,165.1657
Training,2336,165.1663
Training,2337,165.1567
Training,2338,165.1483
Training,2339,165.1727
Training,2340,165.1495
Training,2341,165.151
Training,2342,165.1442
Training,2343,165.1545
Training,2344,165.1362
Training,2345,165.1537
Training,2346,165.1543
Training,2347,165.1422
Training,2348,165.141
Training,2349,165.141
Training,2350,165.1531
Training,2351,165.1428
Training,2352,165.1421
Training,2353,165.1348
Training,2354,165.1345
Training,2355,165.1341
Training,2356,165.1284
Training,2357,165.1365
Training,2358,165.1349
Training,2359,165.1257
Training,2360,165.123
Training,2361,165.1279
Training,2362,165.1186
Training,2363,165.1275
Training,2364,165.1268
Training,2365,165.1231
Training,2366,165.1268
Training,2367,165.1293
Training,2368,165.1296
Training,2369,165.1291
Training,2370,165.1197
Training,2371,165.136
Training,2372,165.1167
Training,2373,165.1081
Training,2374,165.1098
Training,2375,165.1072
Training,2376,165.1017
Training,2377,165.1039
Training,2378,165.1099
Training,2379,165.1077
Training,2380,165.1004
Training,2381,165.1133
Training,2382,165.1025
Training,2383,165.0918
Training,2384,165.0975
Training,2385,165.0975
Training,2386,165.0962
Training,2387,165.0965
Training,2388,165.0871
Training,2389,165.1023
Training,2390,165.0953
Training,2391,165.0962
Training,2392,165.0888
Training,2393,165.0929
Training,2394,165.0834
Training,2395,165.088
Training,2396,165.0869
Training,2397,165.0831
Training,2398,165.0953
Training,2399,165.0759
Training,2400,165.0847
Training,2401,165.0852
Training,2402,165.0687
Training,2403,165.0757
Training,2404,165.0846
Training,2405,165.0796
Training,2406,165.0629
Training,2407,165.071
Training,2408,165.0765
Training,2409,165.0636
Training,2410,165.0689
Training,2411,165.0672
Training,2412,165.0705
Training,2413,165.0728
Training,2414,165.0573
Training,2415,165.0639
Training,2416,165.0501
Training,2417,165.0458
Training,2418,165.0638
Training,2419,165.0491
Training,2420,165.0628
Training,2421,165.053
Training,2422,165.0599
Training,2423,165.0582
Training,2424,165.0615
Training,2425,165.0569
Training,2426,165.0492
Training,2427,165.0644
Training,2428,165.0372
Training,2429,165.052
Training,2430,165.0458
Training,2431,165.0291
Training,2432,165.0515
Training,2433,165.043
Training,2434,165.0383
Training,2435,165.0558
Training,2436,165.039
Training,2437,165.0369
Training,2438,165.0384
Training,2439,165.0377
Training,2440,165.0328
Training,2441,165.0278
Training,2442,165.0339
Training,2443,165.0339
Training,2444,165.0493
Training,2445,165.0375
Training,2446,165.0307
Training,2447,165.0317
Training,2448,165.0325
Training,2449,165.0309
Training,2450,165.0222
Training,2451,165.0404
Training,2452,165.0189
Training,2453,165.0161
Training,2454,165.0262
Training,2455,165.0224
Training,2456,165.001
Training,2457,165.0143
Training,2458,165.024
Training,2459,165.0134
Training,2460,165.0101
Training,2461,165.0165
Training,2462,165.0104
Training,2463,165.0167
Training,2464,165.0039
Training,2465,165.016
Training,2466,165.0237
Training,2467,165.006
Training,2468,165.0078
Training,2469,165.0079
Training,2470,164.9897
Training,2471,165.0099
Training,2472,165.0131
Training,2473,165.0071
Training,2474,165.0022
Training,2475,164.9978
Training,2476,164.9954
Training,2477,165.0066
Training,2478,165.0068
Training,2479,165.0017
Training,2480,165.0062
Training,2481,164.995
Training,2482,164.9959
Training,2483,164.9866
Training,2484,164.9755
Training,2485,164.9885
Training,2486,164.9947
Training,2487,164.9778
Training,2488,164.9915
Training,2489,164.9915
Training,2490,164.9919
Training,2491,164.9829
Training,2492,164.9984
Training,2493,164.9831
Training,2494,164.969
Training,2495,164.991
Training,2496,164.972
Training,2497,164.9661
Training,2498,164.9797
Training,2499,164.9747
Training,2500,164.9829
Training,2501,164.9787
Training,2502,164.9704
Training,2503,164.9622
Training,2504,164.9772
Training,2505,164.9754
Training,2506,164.9669
Training,2507,164.9771
Training,2508,164.9788
Training,2509,164.9658
Training,2510,164.9678
Training,2511,164.9679
Training,2512,164.9662
Training,2513,164.9654
Training,2514,164.9626
Training,2515,164.9646
Training,2516,164.9668
Training,2517,164.9524
Training,2518,164.966
Training,2519,164.9546
Training,2520,164.9623
Training,2521,164.9669
Training,2522,164.9593
Training,2523,164.95
Training,2524,164.9647
Training,2525,164.9449
Training,2526,164.9602
Training,2527,164.954
Training,2528,164.9478
Training,2529,164.9463
Training,2530,164.9394
Training,2531,164.9419
Training,2532,164.9491
Training,2533,164.9461
Training,2534,164.9465
Training,2535,164.9394
Training,2536,164.9493
Training,2537,164.9425
Training,2538,164.9315
Training,2539,164.9408
Training,2540,164.942
Training,2541,164.9501
Training,2542,164.9307
Training,2543,164.9317
Training,2544,164.9358
Training,2545,164.9285
Training,2546,164.9334
Training,2547,164.9347
Training,2548,164.9265
Training,2549,164.9339
Training,2550,164.9275
Training,2551,164.9241
Training,2552,164.9364
Training,2553,164.9277
Training,2554,164.9303
Training,2555,164.927
Training,2556,164.9355
Training,2557,164.9177
Training,2558,164.9244
Training,2559,164.916
Training,2560,164.9118
Training,2561,164.9279
Training,2562,164.9186
Training,2563,164.9216
Training,2564,164.9156
Training,2565,164.9102
Training,2566,164.92
Training,2567,164.9137
Training,2568,164.9281
Training,2569,164.922
Training,2570,164.9121
Training,2571,164.9178
Training,2572,164.9093
Training,2573,164.9041
Training,2574,164.9142
Training,2575,164.9068
Training,2576,164.9261
Training,2577,164.9103
Training,2578,164.903
Training,2579,164.9118
Training,2580,164.8941
Training,2581,164.9019
Training,2582,164.9164
Training,2583,164.895
Training,2584,164.9094
Training,2585,164.8892
Training,2586,164.9063
Training,2587,164.9053
Training,2588,164.9068
Training,2589,164.8923
Training,2590,164.8906
Training,2591,164.8937
Training,2592,164.8901
Training,2593,164.896
Training,2594,164.8955
Training,2595,164.8885
Training,2596,164.8874
Training,2597,164.8901
Training,2598,164.8848
Training,2599,164.8804
Training,2600,164.8809
Training,2601,164.8798
Training,2602,164.8815
Training,2603,164.8793
Training,2604,164.876
Training,2605,164.8816
Training,2606,164.8835
Training,2607,164.87
Training,2608,164.8797
Training,2609,164.8823
Training,2610,164.8834
Training,2611,164.8784
Training,2612,164.8819
Training,2613,164.8747
Training,2614,164.8838
Training,2615,164.8696
Training,2616,164.8735
Training,2617,164.8612
Training,2618,164.8653
Training,2619,164.8622
Training,2620,164.8768
Training,2621,164.8589
Training,2622,164.8535
Training,2623,164.8685
Training,2624,164.8601
Training,2625,164.8667
Training,2626,164.8585
Training,2627,164.8706
Training,2628,164.8632
Training,2629,164.8541
Training,2630,164.8589
Training,2631,164.866
Training,2632,164.8498
Training,2633,164.8589
Training,2634,164.8559
Training,2635,164.8632
Training,2636,164.8627
Training,2637,164.861
Training,2638,164.8561
Training,2639,164.8622
Training,2640,164.8545
Training,2641,164.8442
Training,2642,164.8557
Training,2643,164.8539
Training,2644,164.839
Training,2645,164.8394
Training,2646,164.8508
Training,2647,164.8444
Training,2648,164.8443
Training,2649,164.8367
Training,2650,164.8423
Training,2651,164.8371
Training,2652,164.8481
Training,2653,164.8442
Training,2654,164.8314
Training,2655,164.8452
Training,2656,164.8391
Training,2657,164.831
Training,2658,164.8423
Training,2659,164.8394
Training,2660,164.8328
Training,2661,164.83
Training,2662,164.8349
