,k,epoch,learning_rate,train_loss
2215,27.0,55.0,0.0009079999999999997,166.8210658464528
2216,27.0,56.0,0.0009079999999999997,166.74040903418955
2217,27.0,57.0,0.0009079999999999997,166.85162179657908
2218,27.0,58.0,0.0009079999999999997,166.76196679934105
2219,27.0,59.0,0.0009079999999999997,166.72390274818497
2220,27.0,60.0,0.0009079999999999997,166.6316753718829
2221,27.0,61.0,0.0009079999999999997,166.73569718177873
2222,27.0,62.0,0.0009079999999999997,166.67383642331518
2223,27.0,63.0,0.0009079999999999997,166.70735786823312
2224,27.0,64.0,0.0009079999999999997,166.69018076270518
2225,27.0,65.0,0.0009079999999999997,166.67417889835858
2226,27.0,66.0,0.0009079999999999997,166.71600994071576
2227,27.0,67.0,0.0009079999999999997,166.58005583175506
2228,27.0,68.0,0.0009079999999999997,166.64618924844146
2229,27.0,69.0,0.0009079999999999997,166.59454730409564
2230,27.0,70.0,0.0009079999999999997,166.62123272520122
2231,27.0,71.0,0.0009079999999999997,166.58874205926452
2232,27.0,72.0,0.0009079999999999997,166.52552889737217
2233,27.0,73.0,0.0009079999999999997,166.5341499220723
2234,27.0,74.0,0.0009079999999999997,166.55616905135338
2235,27.0,75.0,0.0009079999999999997,166.5510527639678
2236,27.0,76.0,0.0009079999999999997,166.45617169004498
2237,27.0,77.0,0.0009079999999999997,166.45617236821337
2238,27.0,78.0,0.0009079999999999997,166.4526143022017
2239,27.0,79.0,0.0009079999999999997,166.4363910220368
2240,28.0,0.0,0.0009119999999999997,271.93974947226167
2241,28.0,1.0,0.0009119999999999997,179.17633795227667
2242,28.0,2.0,0.0009119999999999997,171.7837269052833
2243,28.0,3.0,0.0009119999999999997,170.82423757842093
2244,28.0,4.0,0.0009119999999999997,170.01586210000394
2245,28.0,5.0,0.0009119999999999997,169.71047863892835
2246,28.0,6.0,0.0009119999999999997,169.29276150173612
2247,28.0,7.0,0.0009119999999999997,168.8706810290404
2248,28.0,8.0,0.0009119999999999997,168.57137696545533
2249,28.0,9.0,0.0009119999999999997,168.37860137014678
2250,28.0,10.0,0.0009119999999999997,168.13350174104323
2251,28.0,11.0,0.0009119999999999997,168.03423031585385
2252,28.0,12.0,0.0009119999999999997,167.85125265102195
2253,28.0,13.0,0.0009119999999999997,167.7321090174203
2254,28.0,14.0,0.0009119999999999997,167.6071370689315
2255,28.0,15.0,0.0009119999999999997,167.56060078322287
2256,28.0,16.0,0.0009119999999999997,167.4055906723485
2257,28.0,17.0,0.0009119999999999997,167.3249754503038
2258,28.0,18.0,0.0009119999999999997,167.29713788273358
2259,28.0,19.0,0.0009119999999999997,167.19254346442946
2260,28.0,20.0,0.0009119999999999997,167.15026356090198
2261,28.0,21.0,0.0009119999999999997,167.10623609138258
2262,28.0,22.0,0.0009119999999999997,167.0971272663155
2263,28.0,23.0,0.0009119999999999997,167.05374916153724
2264,28.0,24.0,0.0009119999999999997,166.972971955887
2265,28.0,25.0,0.0009119999999999997,166.86730403399227
2266,28.0,26.0,0.0009119999999999997,166.9349551299124
2267,28.0,27.0,0.0009119999999999997,166.8261232564907
2268,28.0,28.0,0.0009119999999999997,166.80874161537247
2269,28.0,29.0,0.0009119999999999997,166.8117813017874
2270,28.0,30.0,0.0009119999999999997,166.8272633068971
2271,28.0,31.0,0.0009119999999999997,166.78885554766413
2272,28.0,32.0,0.0009119999999999997,166.7073861910117
2273,28.0,33.0,0.0009119999999999997,166.6499486811474
2274,28.0,34.0,0.0009119999999999997,166.72539934254655
2275,28.0,35.0,0.0009119999999999997,166.71555361969303
2276,28.0,36.0,0.0009119999999999997,166.6433446895715
2277,28.0,37.0,0.0009119999999999997,166.55007406831993
2278,28.0,38.0,0.0009119999999999997,166.61936098040957
2279,28.0,39.0,0.0009119999999999997,166.5811669921875
2280,28.0,40.0,0.0009119999999999997,166.57233160462042
2281,28.0,41.0,0.0009119999999999997,166.51418910787564
2282,28.0,42.0,0.0009119999999999997,166.4906191924124
2283,28.0,43.0,0.0009119999999999997,166.4796586593474
2284,28.0,44.0,0.0009119999999999997,166.45323948715674
2285,28.0,45.0,0.0009119999999999997,166.51400807390309
2286,28.0,46.0,0.0009119999999999997,166.40561995689316
2287,28.0,47.0,0.0009119999999999997,166.50325100368923
2288,28.0,48.0,0.0009119999999999997,166.42132149128
2289,28.0,49.0,0.0009119999999999997,166.42747980291193
2290,28.0,50.0,0.0009119999999999997,166.41280072453046
2291,28.0,51.0,0.0009119999999999997,166.3937202345723
2292,28.0,52.0,0.0009119999999999997,166.33156775272255
2293,28.0,53.0,0.0009119999999999997,166.28792074800742
2294,28.0,54.0,0.0009119999999999997,166.37437112827493
2295,28.0,55.0,0.0009119999999999997,166.329173127762
2296,28.0,56.0,0.0009119999999999997,166.31298891009706
2297,28.0,57.0,0.0009119999999999997,166.3882967492306
2298,28.0,58.0,0.0009119999999999997,166.29210951063368
2299,28.0,59.0,0.0009119999999999997,166.22110018643465
2300,28.0,60.0,0.0009119999999999997,166.36791000828597
2301,28.0,61.0,0.0009119999999999997,166.22460240836097
2302,28.0,62.0,0.0009119999999999997,166.2561313205295
2303,28.0,63.0,0.0009119999999999997,166.26759251450048
2304,28.0,64.0,0.0009119999999999997,166.26684429746686
2305,28.0,65.0,0.0009119999999999997,166.26378504281092
2306,28.0,66.0,0.0009119999999999997,166.26544870087594
2307,28.0,67.0,0.0009119999999999997,166.1813824771149
2308,28.0,68.0,0.0009119999999999997,166.25634558475377
2309,28.0,69.0,0.0009119999999999997,166.20875107273912
2310,28.0,70.0,0.0009119999999999997,166.1673754759509
2311,28.0,71.0,0.0009119999999999997,166.12930493903883
2312,28.0,72.0,0.0009119999999999997,166.139147110756
2313,28.0,73.0,0.0009119999999999997,166.15400613804056
2314,28.0,74.0,0.0009119999999999997,166.1228431162208
2315,28.0,75.0,0.0009119999999999997,166.08491381096118
2316,28.0,76.0,0.0009119999999999997,166.0960860928622
2317,28.0,77.0,0.0009119999999999997,166.1568253827336
2318,28.0,78.0,0.0009119999999999997,166.1383859961924
2319,28.0,79.0,0.0009119999999999997,166.08260558465514
2320,29.0,0.0,0.0009159999999999997,908276.9911851054
2321,29.0,1.0,0.0009159999999999997,189.75346613103693
2322,29.0,2.0,0.0009159999999999997,187.81056270714961
2323,29.0,3.0,0.0009159999999999997,186.26626626371134
2324,29.0,4.0,0.0009159999999999997,185.3483904844342
2325,29.0,5.0,0.0009159999999999997,184.45426643140388
2326,29.0,6.0,0.0009159999999999997,184.18416929302794
2327,29.0,7.0,0.0009159999999999997,183.81081095377604
2328,29.0,8.0,0.0009159999999999997,183.34919370709042
2329,29.0,9.0,0.0009159999999999997,182.72052257191052
2330,29.0,10.0,0.0009159999999999997,182.55244420523596
2331,29.0,11.0,0.0009159999999999997,181.4672994840988
2332,29.0,12.0,0.0009159999999999997,179.77352611811475
2333,29.0,13.0,0.0009159999999999997,177.70701693448154
2334,29.0,14.0,0.0009159999999999997,176.29830817945077
2335,29.0,15.0,0.0009159999999999997,175.44791518702652
2336,29.0,16.0,0.0009159999999999997,174.7303079007852
2337,29.0,17.0,0.0009159999999999997,174.45489516749527
2338,29.0,18.0,0.0009159999999999997,174.14039560645517
2339,29.0,19.0,0.0009159999999999997,173.7999872750947
2340,29.0,20.0,0.0009159999999999997,173.39693401298138
2341,29.0,21.0,0.0009159999999999997,172.99486706666272
2342,29.0,22.0,0.0009159999999999997,172.93011953026357
2343,29.0,23.0,0.0009159999999999997,172.65567184294113
2344,29.0,24.0,0.0009159999999999997,172.41340512054134
2345,29.0,25.0,0.0009159999999999997,172.26045736910118
2346,29.0,26.0,0.0009159999999999997,172.0469319168245
2347,29.0,27.0,0.0009159999999999997,171.8866541267164
2348,29.0,28.0,0.0009159999999999997,171.73399325284092
2349,29.0,29.0,0.0009159999999999997,171.61475711706913
2350,29.0,30.0,0.0009159999999999997,171.44275926994555
2351,29.0,31.0,0.0009159999999999997,171.40274940567787
2352,29.0,32.0,0.0009159999999999997,171.2558151830808
2353,29.0,33.0,0.0009159999999999997,171.1303705265546
2354,29.0,34.0,0.0009159999999999997,171.1131715470131
2355,29.0,35.0,0.0009159999999999997,170.9975289392953
2356,29.0,36.0,0.0009159999999999997,170.9982565153488
2357,29.0,37.0,0.0009159999999999997,170.92804468020043
2358,29.0,38.0,0.0009159999999999997,170.87358231977984
2359,29.0,39.0,0.0009159999999999997,170.72232627791587
2360,29.0,40.0,0.0009159999999999997,170.64207226069286
2361,29.0,41.0,0.0009159999999999997,170.52708173038982
2362,29.0,42.0,0.0009159999999999997,170.45928458165642
2363,29.0,43.0,0.0009159999999999997,170.30990416863952
2364,29.0,44.0,0.0009159999999999997,170.36449396306818
2365,29.0,45.0,0.0009159999999999997,170.3454482569839
2366,29.0,46.0,0.0009159999999999997,170.2883447265625
2367,29.0,47.0,0.0009159999999999997,170.14669015595408
2368,29.0,48.0,0.0009159999999999997,170.1962670405224
2369,29.0,49.0,0.0009159999999999997,170.16134949346986
2370,29.0,50.0,0.0009159999999999997,170.13795048877446
2371,29.0,51.0,0.0009159999999999997,170.05321329752604
2372,29.0,52.0,0.0009159999999999997,169.98076610834912
2373,29.0,53.0,0.0009159999999999997,169.88115247938367
2374,29.0,54.0,0.0009159999999999997,169.84459243312025
2375,29.0,55.0,0.0009159999999999997,169.74336791992187
2376,29.0,56.0,0.0009159999999999997,169.78117931019176
2377,29.0,57.0,0.0009159999999999997,169.71318201546717
2378,29.0,58.0,0.0009159999999999997,169.65677618469854
2379,29.0,59.0,0.0009159999999999997,169.67708878334122
2380,29.0,60.0,0.0009159999999999997,169.61859748609137
2381,29.0,61.0,0.0009159999999999997,169.48034898546007
2382,29.0,62.0,0.0009159999999999997,169.65358043323863
2383,29.0,63.0,0.0009159999999999997,169.46251178779988
2384,29.0,64.0,0.0009159999999999997,169.47443624477194
2385,29.0,65.0,0.0009159999999999997,169.42070988202335
2386,29.0,66.0,0.0009159999999999997,169.37570139875316
2387,29.0,67.0,0.0009159999999999997,169.30770961568814
2388,29.0,68.0,0.0009159999999999997,169.36977486042062
2389,29.0,69.0,0.0009159999999999997,169.14075848820232
2390,29.0,70.0,0.0009159999999999997,169.2170757008562
2391,29.0,71.0,0.0009159999999999997,169.27152164960148
2392,29.0,72.0,0.0009159999999999997,169.17894881431502
2393,29.0,73.0,0.0009159999999999997,169.13273442432134
2394,29.0,74.0,0.0009159999999999997,169.1457679209083
2395,29.0,75.0,0.0009159999999999997,169.02498907532356
2396,29.0,76.0,0.0009159999999999997,169.03706917810922
2397,29.0,77.0,0.0009159999999999997,168.99460187815657
2398,29.0,78.0,0.0009159999999999997,169.07022566978378
2399,29.0,79.0,0.0009159999999999997,168.88354810310133
2400,30.0,0.0,0.0009199999999999997,333.83122427892204
2401,30.0,1.0,0.0009199999999999997,188.81112077809343
2402,30.0,2.0,0.0009199999999999997,187.04360882999922
2403,30.0,3.0,0.0009199999999999997,185.17847826408618
2404,30.0,4.0,0.0009199999999999997,178.7367245575876
2405,30.0,5.0,0.0009199999999999997,172.46618926077178
2406,30.0,6.0,0.0009199999999999997,171.29683712121212
2407,30.0,7.0,0.0009199999999999997,170.70378992562343
2408,30.0,8.0,0.0009199999999999997,170.2094919778843
2409,30.0,9.0,0.0009199999999999997,169.89988943388968
2410,30.0,10.0,0.0009199999999999997,169.46936625779279
2411,30.0,11.0,0.0009199999999999997,169.22760903714882
2412,30.0,12.0,0.0009199999999999997,168.93820837772253
2413,30.0,13.0,0.0009199999999999997,168.82417560615926
2414,30.0,14.0,0.0009199999999999997,168.65758480804135
2415,30.0,15.0,0.0009199999999999997,168.55408379448784
2416,30.0,16.0,0.0009199999999999997,168.3845747390901
2417,30.0,17.0,0.0009199999999999997,168.22164027975063
2418,30.0,18.0,0.0009199999999999997,168.1078846694484
2419,30.0,19.0,0.0009199999999999997,167.95031447285353
2420,30.0,20.0,0.0009199999999999997,167.94025405421402
2421,30.0,21.0,0.0009199999999999997,167.84692755188604
2422,30.0,22.0,0.0009199999999999997,167.769088590988
2423,30.0,23.0,0.0009199999999999997,167.6778425120344
2424,30.0,24.0,0.0009199999999999997,167.58835861051926
2425,30.0,25.0,0.0009199999999999997,167.61080086756235
2426,30.0,26.0,0.0009199999999999997,167.4715613286182
2427,30.0,27.0,0.0009199999999999997,167.49925683840357
2428,30.0,28.0,0.0009199999999999997,167.41579428316368
2429,30.0,29.0,0.0009199999999999997,167.32278301816999
2430,30.0,30.0,0.0009199999999999997,167.36379113399622
2431,30.0,31.0,0.0009199999999999997,167.299218897964
2432,30.0,32.0,0.0009199999999999997,167.2345649981258
2433,30.0,33.0,0.0009199999999999997,167.1727578272964
2434,30.0,34.0,0.0009199999999999997,167.20890160146385
2435,30.0,35.0,0.0009199999999999997,167.15076340800584
2436,30.0,36.0,0.0009199999999999997,167.1835765368529
2437,30.0,37.0,0.0009199999999999997,167.10826581242108
2438,30.0,38.0,0.0009199999999999997,167.0827314897017
2439,30.0,39.0,0.0009199999999999997,167.03962983102508
2440,30.0,40.0,0.0009199999999999997,167.00377059165876
2441,30.0,41.0,0.0009199999999999997,166.97136462279042
2442,30.0,42.0,0.0009199999999999997,166.92745898930713
2443,30.0,43.0,0.0009199999999999997,166.87001091234612
2444,30.0,44.0,0.0009199999999999997,166.92658907187106
2445,30.0,45.0,0.0009199999999999997,166.84056290443496
2446,30.0,46.0,0.0009199999999999997,166.87451810586333
2447,30.0,47.0,0.0009199999999999997,166.80542035343672
2448,30.0,48.0,0.0009199999999999997,166.77998181275646
2449,30.0,49.0,0.0009199999999999997,166.77930342240768
2450,30.0,50.0,0.0009199999999999997,166.81581776012075
2451,30.0,51.0,0.0009199999999999997,166.7518936064749
2452,30.0,52.0,0.0009199999999999997,166.77683678829308
2453,30.0,53.0,0.0009199999999999997,166.7670993627683
2454,30.0,54.0,0.0009199999999999997,166.7575084092882
2455,30.0,55.0,0.0009199999999999997,166.69038727114898
2456,30.0,56.0,0.0009199999999999997,166.6737110731337
2457,30.0,57.0,0.0009199999999999997,166.72294492779355
2458,30.0,58.0,0.0009199999999999997,166.69121594361584
2459,30.0,59.0,0.0009199999999999997,166.67624114681976
2460,30.0,60.0,0.0009199999999999997,166.62587708136047
2461,30.0,61.0,0.0009199999999999997,166.58486776949178
2462,30.0,62.0,0.0009199999999999997,166.6097611367582
2463,30.0,63.0,0.0009199999999999997,166.61341378876656
2464,30.0,64.0,0.0009199999999999997,166.5817529913392
2465,30.0,65.0,0.0009199999999999997,166.56332766137942
2466,30.0,66.0,0.0009199999999999997,166.6039075693458
2467,30.0,67.0,0.0009199999999999997,166.59218599569917
2468,30.0,68.0,0.0009199999999999997,166.56140203302556
2469,30.0,69.0,0.0009199999999999997,166.51785317777384
2470,30.0,70.0,0.0009199999999999997,166.5478484922467
2471,30.0,71.0,0.0009199999999999997,166.51668558139994
2472,30.0,72.0,0.0009199999999999997,166.52254844588464
2473,30.0,73.0,0.0009199999999999997,166.46750421697442
2474,30.0,74.0,0.0009199999999999997,166.42805851483587
2475,30.0,75.0,0.0009199999999999997,166.46589192708333
2476,30.0,76.0,0.0009199999999999997,166.51611383611507
2477,30.0,77.0,0.0009199999999999997,166.42162581626815
2478,30.0,78.0,0.0009199999999999997,166.4442607717803
2479,30.0,79.0,0.0009199999999999997,166.42968890565814
2480,31.0,0.0,0.0009239999999999997,637.2775019235322
2481,31.0,1.0,0.0009239999999999997,188.33722643919666
2482,31.0,2.0,0.0009239999999999997,186.53589463975695
2483,31.0,3.0,0.0009239999999999997,185.58672674005683
2484,31.0,4.0,0.0009239999999999997,184.8678820677478
2485,31.0,5.0,0.0009239999999999997,184.54325874713936
2486,31.0,6.0,0.0009239999999999997,184.02203195282908
2487,31.0,7.0,0.0009239999999999997,183.54798386699022
2488,31.0,8.0,0.0009239999999999997,183.11426026623658
2489,31.0,9.0,0.0009239999999999997,179.87898608891652
2490,31.0,10.0,0.0009239999999999997,174.72569131253945
2491,31.0,11.0,0.0009239999999999997,172.91085261797664
2492,31.0,12.0,0.0009239999999999997,171.9144296357126
2493,31.0,13.0,0.0009239999999999997,171.32639902442392
2494,31.0,14.0,0.0009239999999999997,170.77812406289456
2495,31.0,15.0,0.0009239999999999997,170.5458218168008
2496,31.0,16.0,0.0009239999999999997,170.35872451319838
2497,31.0,17.0,0.0009239999999999997,170.07240881717567
2498,31.0,18.0,0.0009239999999999997,169.81200173117898
2499,31.0,19.0,0.0009239999999999997,169.5314498747238
2500,31.0,20.0,0.0009239999999999997,169.33673406427556
2501,31.0,21.0,0.0009239999999999997,169.1517937677557
2502,31.0,22.0,0.0009239999999999997,168.94667484167852
2503,31.0,23.0,0.0009239999999999997,168.8941798601247
2504,31.0,24.0,0.0009239999999999997,168.66544323853773
2505,31.0,25.0,0.0009239999999999997,168.59238046973644
2506,31.0,26.0,0.0009239999999999997,168.36199345752448
2507,31.0,27.0,0.0009239999999999997,168.34360648723563
2508,31.0,28.0,0.0009239999999999997,168.15903012054136
2509,31.0,29.0,0.0009239999999999997,168.1454577390112
2510,31.0,30.0,0.0009239999999999997,168.04941371725064
2511,31.0,31.0,0.0009239999999999997,167.89680576517125
2512,31.0,32.0,0.0009239999999999997,167.83744056778724
2513,31.0,33.0,0.0009239999999999997,167.65337126144254
2514,31.0,34.0,0.0009239999999999997,167.65434350832544
2515,31.0,35.0,0.0009239999999999997,167.55769982540247
2516,31.0,36.0,0.0009239999999999997,167.4906779341264
2517,31.0,37.0,0.0009239999999999997,167.36880087496056
2518,31.0,38.0,0.0009239999999999997,167.2147706187855
2519,31.0,39.0,0.0009239999999999997,167.17516812411222
2520,31.0,40.0,0.0009239999999999997,167.07122408163667
2521,31.0,41.0,0.0009239999999999997,166.9591761240333
2522,31.0,42.0,0.0009239999999999997,166.87522971413352
2523,31.0,43.0,0.0009239999999999997,166.8249606908933
2524,31.0,44.0,0.0009239999999999997,166.72832354304765
2525,31.0,45.0,0.0009239999999999997,166.63191450639204
2526,31.0,46.0,0.0009239999999999997,166.64210383867976
2527,31.0,47.0,0.0009239999999999997,166.47166519935686
2528,31.0,48.0,0.0009239999999999997,166.40545147520123
2529,31.0,49.0,0.0009239999999999997,166.36634631224354
2530,31.0,50.0,0.0009239999999999997,166.3413664846709
2531,31.0,51.0,0.0009239999999999997,166.2033459349353
2532,31.0,52.0,0.0009239999999999997,166.16180723248107
2533,31.0,53.0,0.0009239999999999997,166.10415289368294
2534,31.0,54.0,0.0009239999999999997,165.98711320973405
2535,31.0,55.0,0.0009239999999999997,165.9939249921086
2536,31.0,56.0,0.0009239999999999997,165.89860859572286
2537,31.0,57.0,0.0009239999999999997,165.92143777866556
2538,31.0,58.0,0.0009239999999999997,165.90127425376815
2539,31.0,59.0,0.0009239999999999997,165.7992231642598
2540,31.0,60.0,0.0009239999999999997,165.77261009755762
2541,31.0,61.0,0.0009239999999999997,165.7776820203993
2542,31.0,62.0,0.0009239999999999997,165.6965781471946
2543,31.0,63.0,0.0009239999999999997,165.60053066061002
2544,31.0,64.0,0.0009239999999999997,165.56903312914298
2545,31.0,65.0,0.0009239999999999997,165.5321336904198
2546,31.0,66.0,0.0009239999999999997,165.58673273259944
2547,31.0,67.0,0.0009239999999999997,165.50071672535907
2548,31.0,68.0,0.0009239999999999997,165.42452909219145
2549,31.0,69.0,0.0009239999999999997,165.39410691386522
2550,31.0,70.0,0.0009239999999999997,165.35912952769885
2551,31.0,71.0,0.0009239999999999997,165.41926562993214
2552,31.0,72.0,0.0009239999999999997,165.30723107540246
2553,31.0,73.0,0.0009239999999999997,165.30822498668323
2554,31.0,74.0,0.0009239999999999997,165.2946019274779
2555,31.0,75.0,0.0009239999999999997,165.22137273615056
2556,31.0,76.0,0.0009239999999999997,165.17903496636285
2557,31.0,77.0,0.0009239999999999997,165.22035066238558
2558,31.0,78.0,0.0009239999999999997,165.10252636225536
2559,31.0,79.0,0.0009239999999999997,165.1138904301807
2560,32.0,0.0,0.0009279999999999997,8705.030899485579
2561,32.0,1.0,0.0009279999999999997,188.7902235366359
2562,32.0,2.0,0.0009279999999999997,187.38922710996687
2563,32.0,3.0,0.0009279999999999997,185.97709916548297
2564,32.0,4.0,0.0009279999999999997,184.91655886255128
2565,32.0,5.0,0.0009279999999999997,184.42812985815183
2566,32.0,6.0,0.0009279999999999997,183.77402020695234
2567,32.0,7.0,0.0009279999999999997,183.78921024206912
2568,32.0,8.0,0.0009279999999999997,183.48990589488636
2569,32.0,9.0,0.0009279999999999997,183.52349223435527
2570,32.0,10.0,0.0009279999999999997,183.42642290828203
2571,32.0,11.0,0.0009279999999999997,182.75066019077494
2572,32.0,12.0,0.0009279999999999997,182.59268861712832
2573,32.0,13.0,0.0009279999999999997,182.43516258779198
2574,32.0,14.0,0.0009279999999999997,181.3197677951389
2575,32.0,15.0,0.0009279999999999997,179.34802211568814
2576,32.0,16.0,0.0009279999999999997,176.76304697364267
2577,32.0,17.0,0.0009279999999999997,175.22135149098406
2578,32.0,18.0,0.0009279999999999997,174.06164725872
2579,32.0,19.0,0.0009279999999999997,173.17180587614425
2580,32.0,20.0,0.0009279999999999997,172.64345523102114
2581,32.0,21.0,0.0009279999999999997,172.05562348336883
2582,32.0,22.0,0.0009279999999999997,171.67019552211568
2583,32.0,23.0,0.0009279999999999997,171.48255411783853
2584,32.0,24.0,0.0009279999999999997,171.29277446091777
2585,32.0,25.0,0.0009279999999999997,171.09715391216855
2586,32.0,26.0,0.0009279999999999997,170.89312450678662
2587,32.0,27.0,0.0009279999999999997,170.7547567841501
2588,32.0,28.0,0.0009279999999999997,170.62836128620185
2589,32.0,29.0,0.0009279999999999997,170.51355588354247
2590,32.0,30.0,0.0009279999999999997,170.38392769245186
2591,32.0,31.0,0.0009279999999999997,170.07507113370028
2592,32.0,32.0,0.0009279999999999997,170.0804537809738
2593,32.0,33.0,0.0009279999999999997,170.03391666913274
2594,32.0,34.0,0.0009279999999999997,169.841826097893
2595,32.0,35.0,0.0009279999999999997,169.77715455334595
2596,32.0,36.0,0.0009279999999999997,169.7873102484809
2597,32.0,37.0,0.0009279999999999997,169.60790277037958
2598,32.0,38.0,0.0009279999999999997,169.55691056068497
2599,32.0,39.0,0.0009279999999999997,169.57526893692787
2600,32.0,40.0,0.0009279999999999997,169.41066816850142
2601,32.0,41.0,0.0009279999999999997,169.4527154849274
2602,32.0,42.0,0.0009279999999999997,169.33499573370423
2603,32.0,43.0,0.0009279999999999997,169.3031301294192
2604,32.0,44.0,0.0009279999999999997,169.2438226380011
2605,32.0,45.0,0.0009279999999999997,169.09670810892123
2606,32.0,46.0,0.0009279999999999997,169.04139643505366
2607,32.0,47.0,0.0009279999999999997,169.07880320539377
2608,32.0,48.0,0.0009279999999999997,168.9932243701665
2609,32.0,49.0,0.0009279999999999997,169.00475973110005
2610,32.0,50.0,0.0009279999999999997,168.9041761610243
2611,32.0,51.0,0.0009279999999999997,168.82861111111112
2612,32.0,52.0,0.0009279999999999997,168.7407766877762
2613,32.0,53.0,0.0009279999999999997,168.7370783272175
2614,32.0,54.0,0.0009279999999999997,168.75439522174875
2615,32.0,55.0,0.0009279999999999997,168.62940114030934
2616,32.0,56.0,0.0009279999999999997,168.7667248041943
2617,32.0,57.0,0.0009279999999999997,168.6825968424479
2618,32.0,58.0,0.0009279999999999997,168.52948424676453
2619,32.0,59.0,0.0009279999999999997,168.49227127229324
2620,32.0,60.0,0.0009279999999999997,168.4906593646425
2621,32.0,61.0,0.0009279999999999997,168.44736101246843
2622,32.0,62.0,0.0009279999999999997,168.48407028044113
2623,32.0,63.0,0.0009279999999999997,168.49827046095723
2624,32.0,64.0,0.0009279999999999997,168.3714178035235
2625,32.0,65.0,0.0009279999999999997,168.3852675929214
2626,32.0,66.0,0.0009279999999999997,168.3569267504143
2627,32.0,67.0,0.0009279999999999997,168.30334505948153
2628,32.0,68.0,0.0009279999999999997,168.24951030076153
2629,32.0,69.0,0.0009279999999999997,168.2268738902699
2630,32.0,70.0,0.0009279999999999997,168.20726160531092
2631,32.0,71.0,0.0009279999999999997,168.19211836381393
2632,32.0,72.0,0.0009279999999999997,168.21212237117265
2633,32.0,73.0,0.0009279999999999997,168.19240352746212
2634,32.0,74.0,0.0009279999999999997,168.15330989336726
2635,32.0,75.0,0.0009279999999999997,168.18795657995975
2636,32.0,76.0,0.0009279999999999997,167.99933705956045
2637,32.0,77.0,0.0009279999999999997,168.1294235445273
2638,32.0,78.0,0.0009279999999999997,168.12862100003946
2639,32.0,79.0,0.0009279999999999997,168.12217783301767
2640,33.0,0.0,0.0009319999999999997,574.1832744189946
2641,33.0,1.0,0.0009319999999999997,188.3289646341343
2642,33.0,2.0,0.0009319999999999997,186.97959235913825
2643,33.0,3.0,0.0009319999999999997,185.64473943536933
2644,33.0,4.0,0.0009319999999999997,184.98072146020755
2645,33.0,5.0,0.0009319999999999997,184.28372731218434
2646,33.0,6.0,0.0009319999999999997,183.85289370758366
2647,33.0,7.0,0.0009319999999999997,183.53589865944602
2648,33.0,8.0,0.0009319999999999997,182.65844933712123
2649,33.0,9.0,0.0009319999999999997,178.90535331340752
2650,33.0,10.0,0.0009319999999999997,173.88992806482796
2651,33.0,11.0,0.0009319999999999997,172.0907706705729
2652,33.0,12.0,0.0009319999999999997,171.16212154504024
2653,33.0,13.0,0.0009319999999999997,170.71468684649227
2654,33.0,14.0,0.0009319999999999997,170.28039188269412
2655,33.0,15.0,0.0009319999999999997,170.00209980666034
2656,33.0,16.0,0.0009319999999999997,169.78016128077653
2657,33.0,17.0,0.0009319999999999997,169.4679824736624
2658,33.0,18.0,0.0009319999999999997,169.12167466905382
2659,33.0,19.0,0.0009319999999999997,169.08389475812817
2660,33.0,20.0,0.0009319999999999997,168.85825857451468
2661,33.0,21.0,0.0009319999999999997,168.65318122632576
2662,33.0,22.0,0.0009319999999999997,168.5704873194839
2663,33.0,23.0,0.0009319999999999997,168.49864038332544
2664,33.0,24.0,0.0009319999999999997,168.23541601315893
2665,33.0,25.0,0.0009319999999999997,168.17261223070548
2666,33.0,26.0,0.0009319999999999997,168.18576141049164
2667,33.0,27.0,0.0009319999999999997,168.0958720999053
2668,33.0,28.0,0.0009319999999999997,167.92593944819288
2669,33.0,29.0,0.0009319999999999997,167.82822456745185
2670,33.0,30.0,0.0009319999999999997,167.8265369392164
2671,33.0,31.0,0.0009319999999999997,167.78584658844304
2672,33.0,32.0,0.0009319999999999997,167.68870945785986
2673,33.0,33.0,0.0009319999999999997,167.63946525804926
2674,33.0,34.0,0.0009319999999999997,167.6351000360046
2675,33.0,35.0,0.0009319999999999997,167.5215794665404
2676,33.0,36.0,0.0009319999999999997,167.41733993992662
2677,33.0,37.0,0.0009319999999999997,167.51010427763967
2678,33.0,38.0,0.0009319999999999997,167.32711652659407
2679,33.0,39.0,0.0009319999999999997,167.29833388819839
2680,33.0,40.0,0.0009319999999999997,167.39842857283776
2681,33.0,41.0,0.0009319999999999997,167.32619446417297
2682,33.0,42.0,0.0009319999999999997,167.30611778182214
2683,33.0,43.0,0.0009319999999999997,167.2454918077257
2684,33.0,44.0,0.0009319999999999997,167.2150954491201
2685,33.0,45.0,0.0009319999999999997,167.25965544113006
2686,33.0,46.0,0.0009319999999999997,167.19426051284327
2687,33.0,47.0,0.0009319999999999997,167.13355071713227
2688,33.0,48.0,0.0009319999999999997,167.11353299844146
2689,33.0,49.0,0.0009319999999999997,167.13050276939316
2690,33.0,50.0,0.0009319999999999997,167.03558146158855
2691,33.0,51.0,0.0009319999999999997,167.1543237551294
2692,33.0,52.0,0.0009319999999999997,167.0241186030224
2693,33.0,53.0,0.0009319999999999997,167.03982188831677
2694,33.0,54.0,0.0009319999999999997,166.94397855508208
2695,33.0,55.0,0.0009319999999999997,166.96276257447522
2696,33.0,56.0,0.0009319999999999997,166.96383808791035
