,k,epoch,learning_rate,train_loss
66,0.0,66.0,0.0008,175.5234847621725
67,0.0,67.0,0.0008,175.34421402748185
68,0.0,68.0,0.0008,175.40897406684027
69,0.0,69.0,0.0008,175.26785558218907
70,0.0,70.0,0.0008,175.17327311197917
71,0.0,71.0,0.0008,175.30334029997238
72,0.0,72.0,0.0008,175.1773076467803
73,0.0,73.0,0.0008,174.93059120255288
74,0.0,74.0,0.0008,175.01871907552083
75,0.0,75.0,0.0008,174.84335180417455
76,0.0,76.0,0.0008,174.9412491738676
77,0.0,77.0,0.0008,174.75857731366398
78,0.0,78.0,0.0008,174.86014856820154
79,0.0,79.0,0.0008,174.63161569306345
80,1.0,0.0,0.000804,263.1723271040483
81,1.0,1.0,0.000804,175.84359886708884
82,1.0,2.0,0.000804,171.377867702908
83,1.0,3.0,0.000804,170.57337264244003
84,1.0,4.0,0.000804,170.12265859276357
85,1.0,5.0,0.000804,169.85521269827177
86,1.0,6.0,0.000804,169.5202675189394
87,1.0,7.0,0.000804,169.2541935837871
88,1.0,8.0,0.000804,168.89030184659092
89,1.0,9.0,0.000804,168.69538209240847
90,1.0,10.0,0.000804,168.44236106178977
91,1.0,11.0,0.000804,168.25430682558002
92,1.0,12.0,0.000804,168.04573891996134
93,1.0,13.0,0.000804,167.8901435620857
94,1.0,14.0,0.000804,167.7577107130879
95,1.0,15.0,0.000804,167.66144949248343
96,1.0,16.0,0.000804,167.50468962081754
97,1.0,17.0,0.000804,167.4996115451389
98,1.0,18.0,0.000804,167.37433888444997
99,1.0,19.0,0.000804,167.30487085207545
100,1.0,20.0,0.000804,167.27021425189395
101,1.0,21.0,0.000804,167.23751032049006
102,1.0,22.0,0.000804,167.02336026278408
103,1.0,23.0,0.000804,167.11542841747553
104,1.0,24.0,0.000804,167.0904944834083
105,1.0,25.0,0.000804,166.93514882713856
106,1.0,26.0,0.000804,167.01177355833727
107,1.0,27.0,0.000804,166.92746113478535
108,1.0,28.0,0.000804,166.89999218256787
109,1.0,29.0,0.000804,166.87466418333727
110,1.0,30.0,0.000804,166.82720780806108
111,1.0,31.0,0.000804,166.77561881017203
112,1.0,32.0,0.000804,166.7346055649266
113,1.0,33.0,0.000804,166.73023229117345
114,1.0,34.0,0.000804,166.71129318083175
115,1.0,35.0,0.000804,166.72153229068024
116,1.0,36.0,0.000804,166.70641131776753
117,1.0,37.0,0.000804,166.6553576536853
118,1.0,38.0,0.000804,166.5426005045573
119,1.0,39.0,0.000804,166.67106683287957
120,1.0,40.0,0.000804,166.6093367513021
121,1.0,41.0,0.000804,166.60597872030854
122,1.0,42.0,0.000804,166.54648991132024
123,1.0,43.0,0.000804,166.52673925534643
124,1.0,44.0,0.000804,166.54369109799163
125,1.0,45.0,0.000804,166.52275941790955
126,1.0,46.0,0.000804,166.53526647086096
127,1.0,47.0,0.000804,166.46505420415087
128,1.0,48.0,0.000804,166.481240123402
129,1.0,49.0,0.000804,166.40827021435052
130,1.0,50.0,0.000804,166.48372245403252
131,1.0,51.0,0.000804,166.4787828603417
132,1.0,52.0,0.000804,166.4140860262784
133,1.0,53.0,0.000804,166.42377739800347
134,1.0,54.0,0.000804,166.44939804539536
135,1.0,55.0,0.000804,166.40259304470487
136,1.0,56.0,0.000804,166.36450763740925
137,1.0,57.0,0.000804,166.3980093044705
138,1.0,58.0,0.000804,166.35748323074495
139,1.0,59.0,0.000804,166.3183793748027
140,1.0,60.0,0.000804,166.31156814729326
141,1.0,61.0,0.000804,166.26846435546875
142,1.0,62.0,0.000804,166.27773904819682
143,1.0,63.0,0.000804,166.23993996360085
144,1.0,64.0,0.000804,166.2850513188526
145,1.0,65.0,0.000804,166.3183576240925
146,1.0,66.0,0.000804,166.18020961568814
147,1.0,67.0,0.000804,166.26149534899778
148,1.0,68.0,0.000804,166.2502319829151
149,1.0,69.0,0.000804,166.20943197847618
150,1.0,70.0,0.000804,166.221490712792
151,1.0,71.0,0.000804,166.22214750039458
152,1.0,72.0,0.000804,166.2487100497159
153,1.0,73.0,0.000804,166.28407523723564
154,1.0,74.0,0.000804,166.16785882506707
155,1.0,75.0,0.000804,166.20645681670217
156,1.0,76.0,0.000804,166.1776815888376
157,1.0,77.0,0.000804,166.18736721462673
158,1.0,78.0,0.000804,166.18692101680872
159,1.0,79.0,0.000804,166.1195584137271
160,2.0,0.0,0.000808,261.7545799548217
161,2.0,1.0,0.000808,174.70189919211649
162,2.0,2.0,0.000808,171.42204760002366
163,2.0,3.0,0.000808,170.55513210720486
164,2.0,4.0,0.000808,170.09156391798848
165,2.0,5.0,0.000808,169.83304943970958
166,2.0,6.0,0.000808,169.37446265634864
167,2.0,7.0,0.000808,169.1145303622159
168,2.0,8.0,0.000808,168.83720312253394
169,2.0,9.0,0.000808,168.55610403349905
170,2.0,10.0,0.000808,168.35248679421164
171,2.0,11.0,0.000808,168.13240966796874
172,2.0,12.0,0.000808,167.99136752041903
173,2.0,13.0,0.000808,167.85672326290245
174,2.0,14.0,0.000808,167.6934411991004
175,2.0,15.0,0.000808,167.53918006974038
176,2.0,16.0,0.000808,167.4402142395636
177,2.0,17.0,0.000808,167.41950610844776
178,2.0,18.0,0.000808,167.31000707761206
179,2.0,19.0,0.000808,167.2651184328638
180,2.0,20.0,0.000808,167.18440820559107
181,2.0,21.0,0.000808,167.15541563091855
182,2.0,22.0,0.000808,167.0736215425742
183,2.0,23.0,0.000808,167.06804654208096
184,2.0,24.0,0.000808,166.9782993879222
185,2.0,25.0,0.000808,166.9571436656605
186,2.0,26.0,0.000808,166.91892128067786
187,2.0,27.0,0.000808,166.9663815523398
188,2.0,28.0,0.000808,166.82528121794113
189,2.0,29.0,0.000808,166.81589086667455
190,2.0,30.0,0.000808,166.75429475418244
191,2.0,31.0,0.000808,166.71969497218277
192,2.0,32.0,0.000808,166.73627688012942
193,2.0,33.0,0.000808,166.6805628427833
194,2.0,34.0,0.000808,166.68888883956754
195,2.0,35.0,0.000808,166.65867378620186
196,2.0,36.0,0.000808,166.6458615821299
197,2.0,37.0,0.000808,166.6621297570431
198,2.0,38.0,0.000808,166.5395412622317
199,2.0,39.0,0.000808,166.59409941702177
200,2.0,40.0,0.000808,166.53321333451706
201,2.0,41.0,0.000808,166.46979585898043
202,2.0,42.0,0.000808,166.57188474096432
203,2.0,43.0,0.000808,166.42339837584834
204,2.0,44.0,0.000808,166.48251316879734
205,2.0,45.0,0.000808,166.5085436025292
206,2.0,46.0,0.000808,166.45863956952337
207,2.0,47.0,0.000808,166.43942384045533
208,2.0,48.0,0.000808,166.45595832593514
209,2.0,49.0,0.000808,166.38863190005523
210,2.0,50.0,0.000808,166.40579245827414
211,2.0,51.0,0.000808,166.3769504493174
212,2.0,52.0,0.000808,166.35904806117819
213,2.0,53.0,0.000808,166.41075752643624
214,2.0,54.0,0.000808,166.38938460533066
215,2.0,55.0,0.000808,166.29922580295138
216,2.0,56.0,0.000808,166.3147700145991
217,2.0,57.0,0.000808,166.31758161448468
218,2.0,58.0,0.000808,166.31618533972537
219,2.0,59.0,0.000808,166.3335294842961
220,2.0,60.0,0.000808,166.2797530357284
221,2.0,61.0,0.000808,166.27401753126972
222,2.0,62.0,0.000808,166.23584258108428
223,2.0,63.0,0.000808,166.28540782581675
224,2.0,64.0,0.000808,166.24897734670927
225,2.0,65.0,0.000808,166.20046881165166
226,2.0,66.0,0.000808,166.24081594756154
227,2.0,67.0,0.000808,166.1758461198903
228,2.0,68.0,0.000808,166.21211203835227
229,2.0,69.0,0.000808,166.20079302546955
230,2.0,70.0,0.000808,166.1639262744634
231,2.0,71.0,0.000808,166.13840851138337
232,2.0,72.0,0.000808,166.15451023910984
233,2.0,73.0,0.000808,166.19051803434738
234,2.0,74.0,0.000808,166.19119381066525
235,2.0,75.0,0.000808,166.20869177616004
236,2.0,76.0,0.000808,166.17484891641018
237,2.0,77.0,0.000808,166.0879299710977
238,2.0,78.0,0.000808,166.10052775065105
239,2.0,79.0,0.000808,166.09931762695314
240,3.0,0.0,0.000812,228748999.21896377
241,3.0,1.0,0.000812,307.9681504498106
242,3.0,2.0,0.000812,250.27441714508365
243,3.0,3.0,0.000812,217.80444375394572
244,3.0,4.0,0.000812,202.91200713186552
245,3.0,5.0,0.000812,196.7814773837003
246,3.0,6.0,0.000812,194.39730796736902
247,3.0,7.0,0.000812,193.1021398432568
248,3.0,8.0,0.000812,192.32554892183555
249,3.0,9.0,0.000812,191.3204486885456
250,3.0,10.0,0.000812,191.38675657946655
251,3.0,11.0,0.000812,190.59857483526673
252,3.0,12.0,0.000812,190.61019186000632
253,3.0,13.0,0.000812,190.01171047634548
254,3.0,14.0,0.000812,189.86172500147964
255,3.0,15.0,0.000812,189.7779732752328
256,3.0,16.0,0.000812,189.56460815429688
257,3.0,17.0,0.000812,189.28595333214963
258,3.0,18.0,0.000812,189.22094192659011
259,3.0,19.0,0.000812,189.06451718108823
260,3.0,20.0,0.000812,188.8808061202849
261,3.0,21.0,0.000812,188.6852198005445
262,3.0,22.0,0.000812,188.52108056887232
263,3.0,23.0,0.000812,188.56245335434423
264,3.0,24.0,0.000812,188.23364018604008
265,3.0,25.0,0.000812,188.32367577138572
266,3.0,26.0,0.000812,188.22703030056422
267,3.0,27.0,0.000812,188.27720021257497
268,3.0,28.0,0.000812,188.02546836775963
269,3.0,29.0,0.000812,188.10175343523122
270,3.0,30.0,0.000812,187.7919671322601
271,3.0,31.0,0.000812,187.70210501006156
272,3.0,32.0,0.000812,187.65009956745186
273,3.0,33.0,0.000812,187.6787668555674
274,3.0,34.0,0.000812,187.5101371379814
275,3.0,35.0,0.000812,187.59265084931346
276,3.0,36.0,0.000812,187.51752879133127
277,3.0,37.0,0.000812,187.49956724224668
278,3.0,38.0,0.000812,187.34203186651672
279,3.0,39.0,0.000812,187.35820134943182
280,3.0,40.0,0.000812,187.20257198449337
281,3.0,41.0,0.000812,187.06880776761759
282,3.0,42.0,0.000812,187.04634138010968
283,3.0,43.0,0.000812,186.96218373924796
284,3.0,44.0,0.000812,186.8329500078914
285,3.0,45.0,0.000812,186.96567750256472
286,3.0,46.0,0.000812,186.76998283617425
287,3.0,47.0,0.000812,186.68173360805318
288,3.0,48.0,0.000812,186.6633227045849
289,3.0,49.0,0.000812,186.54111939709597
290,3.0,50.0,0.000812,186.74960507171323
291,3.0,51.0,0.000812,186.53604906486743
292,3.0,52.0,0.000812,186.4364411078559
293,3.0,53.0,0.000812,186.38427450777306
294,3.0,54.0,0.000812,186.4332321012863
295,3.0,55.0,0.000812,186.43313406279592
296,3.0,56.0,0.000812,186.43964439315025
297,3.0,57.0,0.000812,186.1954011427754
298,3.0,58.0,0.000812,186.33953830295138
299,3.0,59.0,0.000812,186.24890501696655
300,3.0,60.0,0.000812,186.2081408938013
301,3.0,61.0,0.000812,186.08267539900962
302,3.0,62.0,0.000812,186.0240263597893
303,3.0,63.0,0.000812,186.06536370787958
304,3.0,64.0,0.000812,185.86967312282985
305,3.0,65.0,0.000812,186.01685892124368
306,3.0,66.0,0.000812,185.82464746340358
307,3.0,67.0,0.000812,185.68671389184817
308,3.0,68.0,0.000812,185.71424585207544
309,3.0,69.0,0.000812,185.75370652324023
310,3.0,70.0,0.000812,185.68148798778805
311,3.0,71.0,0.000812,185.36860503225614
312,3.0,72.0,0.000812,185.62149615046954
313,3.0,73.0,0.000812,185.45742714005289
314,3.0,74.0,0.000812,185.54267562095566
315,3.0,75.0,0.000812,185.39936602351642
316,3.0,76.0,0.000812,185.36839724145756
317,3.0,77.0,0.000812,185.39771825925268
318,3.0,78.0,0.000812,185.12282438644255
319,3.0,79.0,0.000812,185.20388419103142
320,4.0,0.0,0.000816,283.1018151978772
321,4.0,1.0,0.000816,187.09225452769886
322,4.0,2.0,0.000816,175.31303947679925
323,4.0,3.0,0.000816,171.41821467852353
324,4.0,4.0,0.000816,170.86517576891967
325,4.0,5.0,0.000816,170.30546799784958
326,4.0,6.0,0.000816,169.79619422989663
327,4.0,7.0,0.000816,169.53914876302085
328,4.0,8.0,0.000816,169.34326713176688
329,4.0,9.0,0.000816,168.9525792963818
330,4.0,10.0,0.000816,168.73201715642756
331,4.0,11.0,0.000816,168.53563078292692
332,4.0,12.0,0.000816,168.2285187322443
333,4.0,13.0,0.000816,168.1940435729364
334,4.0,14.0,0.000816,168.05345084142203
335,4.0,15.0,0.000816,167.9338895670573
336,4.0,16.0,0.000816,167.8991632265033
337,4.0,17.0,0.000816,167.69243853328203
338,4.0,18.0,0.000816,167.65185930348406
339,4.0,19.0,0.000816,167.56709621853298
340,4.0,20.0,0.000816,167.50330411044035
341,4.0,21.0,0.000816,167.42778282088463
342,4.0,22.0,0.000816,167.34190114030935
343,4.0,23.0,0.000816,167.3406561217645
344,4.0,24.0,0.000816,167.36128009834675
345,4.0,25.0,0.000816,167.2732397337634
346,4.0,26.0,0.000816,167.1414603924992
347,4.0,27.0,0.000816,167.1006667011916
348,4.0,28.0,0.000816,167.11111726394807
349,4.0,29.0,0.000816,167.02156201911694
350,4.0,30.0,0.000816,167.04784713590988
351,4.0,31.0,0.000816,167.05504902541034
352,4.0,32.0,0.000816,166.99312074603458
353,4.0,33.0,0.000816,166.99536550810842
354,4.0,34.0,0.000816,166.95832050978535
355,4.0,35.0,0.000816,166.87822106563684
356,4.0,36.0,0.000816,166.88378393308082
357,4.0,37.0,0.000816,166.8759475492227
358,4.0,38.0,0.000816,166.85492293540878
359,4.0,39.0,0.000816,166.87717941130052
360,4.0,40.0,0.000816,166.78463719223484
361,4.0,41.0,0.000816,166.79946195351957
362,4.0,42.0,0.000816,166.8093826694681
363,4.0,43.0,0.000816,166.73813443270598
364,4.0,44.0,0.000816,166.73267744584518
365,4.0,45.0,0.000816,166.61533892390705
366,4.0,46.0,0.000816,166.67206748885337
367,4.0,47.0,0.000816,166.593968012646
368,4.0,48.0,0.000816,166.70080803148673
369,4.0,49.0,0.000816,166.56288099500867
370,4.0,50.0,0.000816,166.57342512034407
371,4.0,51.0,0.000816,166.58991943359376
372,4.0,52.0,0.000816,166.6049819607205
373,4.0,53.0,0.000816,166.61477192580097
374,4.0,54.0,0.000816,166.52021658232718
375,4.0,55.0,0.000816,166.4678410817156
376,4.0,56.0,0.000816,166.5301794556897
377,4.0,57.0,0.000816,166.52240333017676
378,4.0,58.0,0.000816,166.44987243035828
379,4.0,59.0,0.000816,166.51157771563288
380,4.0,60.0,0.000816,166.49744330512152
381,4.0,61.0,0.000816,166.47943848889284
382,4.0,62.0,0.000816,166.410286630958
383,4.0,63.0,0.000816,166.42633366132023
384,4.0,64.0,0.000816,166.49762292110557
385,4.0,65.0,0.000816,166.35973356613005
386,4.0,66.0,0.000816,166.35719285136523
387,4.0,67.0,0.000816,166.39968641493056
388,4.0,68.0,0.000816,166.36244954427085
389,4.0,69.0,0.000816,166.3758600161774
390,4.0,70.0,0.000816,166.30432402639678
391,4.0,71.0,0.000816,166.36562591244476
392,4.0,72.0,0.000816,166.33812697285353
393,4.0,73.0,0.000816,166.26420958856139
394,4.0,74.0,0.000816,166.40309932824337
395,4.0,75.0,0.000816,166.2981831991793
396,4.0,76.0,0.000816,166.2488749556108
397,4.0,77.0,0.000816,166.33153942994397
398,4.0,78.0,0.000816,166.29227262863006
399,4.0,79.0,0.000816,166.3325059185606
400,5.0,0.0,0.00082,359.5519209798177
401,5.0,1.0,0.00082,188.86767932005603
402,5.0,2.0,0.00082,186.74715799350932
403,5.0,3.0,0.00082,185.69326882102274
404,5.0,4.0,0.00082,184.10951260653408
405,5.0,5.0,0.00082,177.596240271366
406,5.0,6.0,0.00082,172.68380643594145
407,5.0,7.0,0.00082,171.5460270675505
408,5.0,8.0,0.00082,170.70920592645203
409,5.0,9.0,0.00082,170.44997090041036
410,5.0,10.0,0.00082,170.03392962831438
411,5.0,11.0,0.00082,169.6133284381905
412,5.0,12.0,0.00082,169.33166801067313
413,5.0,13.0,0.00082,168.9892683179451
414,5.0,14.0,0.00082,168.76753223149464
415,5.0,15.0,0.00082,168.71909455886995
416,5.0,16.0,0.00082,168.53536590267913
417,5.0,17.0,0.00082,168.45065587515782
418,5.0,18.0,0.00082,168.2852040177162
419,5.0,19.0,0.00082,168.18059628265073
420,5.0,20.0,0.00082,167.9973842058278
421,5.0,21.0,0.00082,167.99273892489347
422,5.0,22.0,0.00082,168.02096089064472
423,5.0,23.0,0.00082,167.84825927734374
424,5.0,24.0,0.00082,167.7768506229285
425,5.0,25.0,0.00082,167.66097838738952
426,5.0,26.0,0.00082,167.56739283706202
427,5.0,27.0,0.00082,167.4342359631471
428,5.0,28.0,0.00082,167.57006399443657
429,5.0,29.0,0.00082,167.4824702715633
430,5.0,30.0,0.00082,167.4788046110519
431,5.0,31.0,0.00082,167.30633209536774
432,5.0,32.0,0.00082,167.2796667233862
433,5.0,33.0,0.00082,167.34792809688685
434,5.0,34.0,0.00082,167.24876050544506
435,5.0,35.0,0.00082,167.16934223830097
436,5.0,36.0,0.00082,167.16469037296795
437,5.0,37.0,0.00082,167.1721217793166
438,5.0,38.0,0.00082,167.11874588166825
439,5.0,39.0,0.00082,167.12627764461016
440,5.0,40.0,0.00082,167.1325576319839
441,5.0,41.0,0.00082,167.00711371527777
442,5.0,42.0,0.00082,167.08958651455967
443,5.0,43.0,0.00082,166.979843639027
444,5.0,44.0,0.00082,167.00676775074967
445,5.0,45.0,0.00082,166.9457730133365
446,5.0,46.0,0.00082,166.9765050529711
447,5.0,47.0,0.00082,166.91060059826785
448,5.0,48.0,0.00082,166.87788635870422
449,5.0,49.0,0.00082,166.94362474846116
450,5.0,50.0,0.00082,166.85166810931582
451,5.0,51.0,0.00082,166.83388073853772
452,5.0,52.0,0.00082,166.76553043866397
453,5.0,53.0,0.00082,166.8630037188289
454,5.0,54.0,0.00082,166.87861144403016
455,5.0,55.0,0.00082,166.88774751913667
456,5.0,56.0,0.00082,166.77555050011838
457,5.0,57.0,0.00082,166.73293347291272
458,5.0,58.0,0.00082,166.72962097784486
459,5.0,59.0,0.00082,166.74326779760494
460,5.0,60.0,0.00082,166.73620766996135
461,5.0,61.0,0.00082,166.60892213147096
462,5.0,62.0,0.00082,166.7276052394058
463,5.0,63.0,0.00082,166.7732167746804
464,5.0,64.0,0.00082,166.70848635278566
465,5.0,65.0,0.00082,166.63911582869713
466,5.0,66.0,0.00082,166.60544293027937
467,5.0,67.0,0.00082,166.71092916469382
468,5.0,68.0,0.00082,166.65144359858348
469,5.0,69.0,0.00082,166.6355124117148
470,5.0,70.0,0.00082,166.64203879616477
471,5.0,71.0,0.00082,166.5424925154869
472,5.0,72.0,0.00082,166.57130856908933
473,5.0,73.0,0.00082,166.54161376953124
474,5.0,74.0,0.00082,166.54702539309108
475,5.0,75.0,0.00082,166.55454488735006
476,5.0,76.0,0.00082,166.55321276732167
477,5.0,77.0,0.00082,166.53524816031407
478,5.0,78.0,0.00082,166.56910339971986
479,5.0,79.0,0.00082,166.45500636245265
480,6.0,0.0,0.000824,279.2271597814078
481,6.0,1.0,0.000824,187.52869467378866
482,6.0,2.0,0.000824,181.53080052231297
483,6.0,3.0,0.000824,172.28489139441288
484,6.0,4.0,0.000824,170.90342535462042
485,6.0,5.0,0.000824,170.3285927882339
486,6.0,6.0,0.000824,169.81924143781566
487,6.0,7.0,0.000824,169.4595234818892
488,6.0,8.0,0.000824,169.219534603851
489,6.0,9.0,0.000824,168.87361069187975
490,6.0,10.0,0.000824,168.73961082997948
491,6.0,11.0,0.000824,168.4892111545139
492,6.0,12.0,0.000824,168.31220798068577
493,6.0,13.0,0.000824,168.16444497464883
494,6.0,14.0,0.000824,168.04703126233034
495,6.0,15.0,0.000824,167.92061781141493
496,6.0,16.0,0.000824,167.77346306078363
497,6.0,17.0,0.000824,167.68044200550426
498,6.0,18.0,0.000824,167.60913154987375
499,6.0,19.0,0.000824,167.53142163825757
500,6.0,20.0,0.000824,167.4564458180437
501,6.0,21.0,0.000824,167.3980431019176
502,6.0,22.0,0.000824,167.35115898980035
503,6.0,23.0,0.000824,167.27659127900094
504,6.0,24.0,0.000824,167.28797628383444
505,6.0,25.0,0.000824,167.1473280411537
506,6.0,26.0,0.000824,167.14150632299558
507,6.0,27.0,0.000824,167.09129039417613
508,6.0,28.0,0.000824,167.07005885268703
509,6.0,29.0,0.000824,166.95582620639993
510,6.0,30.0,0.000824,167.00776918353458
511,6.0,31.0,0.000824,166.98797701132418
512,6.0,32.0,0.000824,166.95812149818497
513,6.0,33.0,0.000824,166.98028671727036
514,6.0,34.0,0.000824,166.81785692619556
515,6.0,35.0,0.000824,166.82414815883445
516,6.0,36.0,0.000824,166.80384600398517
517,6.0,37.0,0.000824,166.77376723780776
518,6.0,38.0,0.000824,166.7723667337437
519,6.0,39.0,0.000824,166.8306177990846
520,6.0,40.0,0.000824,166.6935491265191
521,6.0,41.0,0.000824,166.73279531151357
522,6.0,42.0,0.000824,166.68795233832466
523,6.0,43.0,0.000824,166.62456338285196
524,6.0,44.0,0.000824,166.61679824366715
525,6.0,45.0,0.000824,166.63036399147728
526,6.0,46.0,0.000824,166.6388111584596
527,6.0,47.0,0.000824,166.59685328628078
528,6.0,48.0,0.000824,166.6354667894768
529,6.0,49.0,0.000824,166.50871686839093
530,6.0,50.0,0.000824,166.52612841057055
531,6.0,51.0,0.000824,166.55984880543718
532,6.0,52.0,0.000824,166.4736669551965
533,6.0,53.0,0.000824,166.53157728407118
534,6.0,54.0,0.000824,166.4412679283065
535,6.0,55.0,0.000824,166.51990234375
536,6.0,56.0,0.000824,166.50252594302398
537,6.0,57.0,0.000824,166.459970592152
538,6.0,58.0,0.000824,166.46948437006787
539,6.0,59.0,0.000824,166.43538815893308
540,6.0,60.0,0.000824,166.3806422871291
541,6.0,61.0,0.000824,166.45206568862451
542,6.0,62.0,0.000824,166.4248343049637
543,6.0,63.0,0.000824,166.4278380607836
544,6.0,64.0,0.000824,166.37921106820156
545,6.0,65.0,0.000824,166.35548554391573
546,6.0,66.0,0.000824,166.32079598474985
547,6.0,67.0,0.000824,166.27462738961884
548,6.0,68.0,0.000824,166.33988870639993
549,6.0,69.0,0.000824,166.35707614474828
550,6.0,70.0,0.000824,166.37528589113793
551,6.0,71.0,0.000824,166.30198211361665
552,6.0,72.0,0.000824,166.27586933791036
553,6.0,73.0,0.000824,166.3124165236348
554,6.0,74.0,0.000824,166.32516342625473
555,6.0,75.0,0.000824,166.35964414654356
556,6.0,76.0,0.000824,166.36242509321733
557,6.0,77.0,0.000824,166.29109532828284
558,6.0,78.0,0.000824,166.26716267903646
559,6.0,79.0,0.000824,166.22465743864424
560,7.0,0.0,0.000828,313.4182764288392
561,7.0,1.0,0.000828,188.17442647914694
562,7.0,2.0,0.000828,186.7148205443103
563,7.0,3.0,0.000828,183.6933544551965
564,7.0,4.0,0.000828,174.2119446047388
565,7.0,5.0,0.000828,171.70494753442628
566,7.0,6.0,0.000828,171.08716117473563
567,7.0,7.0,0.000828,170.6085325545494
568,7.0,8.0,0.000828,170.04725525518862
569,7.0,9.0,0.000828,169.82403299350932
570,7.0,10.0,0.000828,169.4452324514678
571,7.0,11.0,0.000828,169.13562803326232
572,7.0,12.0,0.000828,168.98118214616872
573,7.0,13.0,0.000828,168.6601463487413
574,7.0,14.0,0.000828,168.58975990372474
575,7.0,15.0,0.000828,168.39636580650253
576,7.0,16.0,0.000828,168.16313332297585
577,7.0,17.0,0.000828,168.15013649680398
578,7.0,18.0,0.000828,168.0900072379064
579,7.0,19.0,0.000828,168.08044780076153
580,7.0,20.0,0.000828,167.8834271301886
581,7.0,21.0,0.000828,167.87717467645203
582,7.0,22.0,0.000828,167.78088946101641
583,7.0,23.0,0.000828,167.71513449928977
584,7.0,24.0,0.000828,167.57998907532354
585,7.0,25.0,0.000828,167.55512844509548
586,7.0,26.0,0.000828,167.5623234665996
587,7.0,27.0,0.000828,167.4497053543245
588,7.0,28.0,0.000828,167.31894897460938
589,7.0,29.0,0.000828,167.39169635811237
590,7.0,30.0,0.000828,167.36640626233034
591,7.0,31.0,0.000828,167.2113455477628
592,7.0,32.0,0.000828,167.27823186700994
593,7.0,33.0,0.000828,167.22858989060526
594,7.0,34.0,0.000828,167.19968831380208
595,7.0,35.0,0.000828,167.11532317806976
596,7.0,36.0,0.000828,167.16758456143467
597,7.0,37.0,0.000828,167.0975640807489
598,7.0,38.0,0.000828,167.133069464173
599,7.0,39.0,0.000828,167.07880854442865
600,7.0,40.0,0.000828,166.971259617661
601,7.0,41.0,0.000828,166.99745663421322
602,7.0,42.0,0.000828,166.9667227080374
603,7.0,43.0,0.000828,166.92880715110084
604,7.0,44.0,0.000828,166.90957554056186
605,7.0,45.0,0.000828,166.93771705087988
606,7.0,46.0,0.000828,166.93241598110006
