,Epoch,Train_Loss,Test_Loss,Sigma_clipped
210,210.0,160.85077452457313,146.16824897766114,0.0
211,211.0,160.84965437995064,146.3954174041748,0.0
212,212.0,160.8436998394282,146.45204521179198,0.0
213,213.0,160.83864513474282,146.12756393432616,0.0
214,214.0,160.81693460830533,146.1146374511719,0.0
215,215.0,160.81867409523088,146.1124769592285,0.0
216,216.0,160.85403908430928,146.11085494995118,0.0
217,217.0,160.79293156055488,145.82344902038574,0.0
218,218.0,160.86277149816956,146.31179428100586,0.0
219,219.0,160.8730885210904,146.23537063598633,0.0
220,220.0,160.8449867013488,146.2246622467041,0.0
221,221.0,160.85790765242143,146.42577423095702,0.0
222,222.0,160.8035990408695,146.4736715698242,0.0
223,223.0,160.77427622053358,146.50492057800292,0.0
224,224.0,160.76379801432293,146.51452171325684,0.0
225,225.0,160.76363921887946,146.4874934387207,0.0
226,226.0,160.81605784522162,146.53214706420897,0.0
227,227.0,160.8214822395402,146.8667120361328,0.0
228,228.0,160.91649634004844,145.94986030578613,0.0
229,229.0,160.76016522802487,146.16568603515626,0.0
230,230.0,160.77769885284732,146.4003500366211,0.0
231,231.0,160.72448796667234,146.11622116088867,0.0
232,232.0,160.73438179324373,146.19455696105956,0.0
233,233.0,160.75108480703952,146.20167503356933,0.0
234,234.0,160.7330415779653,146.01525650024413,0.0
235,235.0,160.67429616138187,146.51370895385742,0.0
236,236.0,160.7460399485116,146.0046435546875,0.0
237,237.0,160.7246886482624,145.90815628051757,0.0
238,238.0,160.69543098603836,145.82156066894532,0.0
239,239.0,160.73823096111568,146.14417991638183,0.0
240,240.0,160.68620115993,146.33951385498048,0.0
241,241.0,160.69321243324666,146.15276138305663,0.0
242,242.0,160.66637440228703,146.27258323669435,0.0
243,243.0,160.7401105541653,146.59618270874023,0.0
244,244.0,160.69892975315904,146.26893135070802,0.0
245,245.0,160.6872946918372,146.21005905151367,0.0
246,246.0,160.67894644149627,145.8886348724365,0.0
247,247.0,160.64569406682796,146.1861142730713,0.0
248,248.0,160.65309907585683,146.35721084594726,0.0
249,249.0,160.67278408204666,146.11716583251953,0.0
250,250.0,160.68569405873617,146.29372108459472,0.0
251,251.0,160.7740971177997,146.04170959472657,0.0
252,252.0,160.69941685917402,145.90479103088379,0.0
253,253.0,160.6330632943818,146.22928482055664,0.0
254,254.0,160.59240144864478,145.75488868713379,0.0
255,255.0,160.62198565396395,146.1932524871826,0.0
256,256.0,160.65323234211314,145.88819526672364,0.0
257,257.0,160.60998556734336,146.00471817016603,0.0
258,258.0,160.64373013313372,146.174130859375,0.0
259,259.0,160.58404297799774,146.25722396850585,0.0
260,260.0,160.59991749349265,145.89510871887208,0.0
261,261.0,160.5570308854845,146.3368635559082,0.0
262,262.0,160.60236312635018,145.91743583679198,0.0
263,263.0,160.56737131600428,146.34711135864256,0.0
264,264.0,160.56847295934503,145.9216281890869,0.0
265,265.0,160.55004044002956,146.24819381713868,0.0
266,266.0,160.5642712521794,146.08932495117188,0.0
267,267.0,160.5737206761524,145.90573150634765,0.0
268,268.0,160.59047934522533,146.05921920776368,0.0
269,269.0,160.5560761673282,145.99126976013184,0.0
270,270.0,160.52789583996088,145.82701957702636,0.0
271,271.0,160.49643575417875,146.01500564575196,0.0
272,272.0,160.54745613213743,146.20421127319335,0.0
273,273.0,160.5241684094824,146.21815887451172,0.0
274,274.0,160.52506473310066,145.81196937561035,0.0
275,275.0,160.62158024720472,146.11475494384766,0.0
276,276.0,160.53971433234938,146.1379879760742,0.0
277,277.0,160.52967971532033,145.94805213928223,0.0
278,278.0,160.49201007843018,145.72666580200195,0.0
279,279.0,160.5287433027017,146.10397178649902,0.0
280,280.0,160.527215435529,146.0666098022461,0.0
281,281.0,160.47792039967547,146.20477676391602,0.0
282,282.0,160.48311571564338,145.96056655883788,0.0
283,283.0,160.47811767597392,146.28594451904297,0.0
284,284.0,160.503458887736,146.04636199951173,0.0
285,285.0,160.48562062118992,146.0502758026123,0.0
286,286.0,160.44732706975455,145.93401733398437,0.0
287,287.0,160.4669084163627,145.98333419799803,0.0
288,288.0,160.46903179284297,145.90744873046876,0.0
289,289.0,160.479866685193,145.91822662353516,0.0
290,290.0,160.42491252937702,145.68896690368652,0.0
291,291.0,160.4105166849464,146.06652374267577,0.0
292,292.0,160.45810278189302,146.33749015808107,0.0
293,293.0,160.41818453740592,145.88604507446288,0.0
294,294.0,160.41892239194928,145.85287841796875,0.0
295,295.0,160.43347944856893,146.15085144042968,0.0
296,296.0,160.3750037665319,145.90663497924805,0.0
297,297.0,160.3730717811199,145.88872795104982,0.0
298,298.0,160.41966315182773,146.3044818878174,0.0
299,299.0,160.4192125432178,145.69736694335938,0.0
300,300.0,160.41826148408833,145.982156829834,0.0
301,301.0,160.40129171198063,145.90845489501953,0.0
302,302.0,160.3565448772546,145.66081954956056,0.0
303,303.0,160.31962799727316,146.02641845703124,0.0
304,304.0,160.31838303768274,145.78875198364258,0.0
305,305.0,160.44249407026504,145.8196258544922,0.0
306,306.0,160.34576597618334,146.02569847106935,0.0
307,307.0,160.3200612844602,145.83237716674805,0.0
308,308.0,160.32848909667044,146.04331527709962,0.0
309,309.0,160.3463734836771,145.89619140625,0.0
310,310.0,160.31542223227146,146.33441764831542,0.0
311,311.0,160.32909730622262,145.69987800598145,0.0
312,312.0,160.3396177796643,145.82603202819826,0.0
313,313.0,160.33419821999289,145.59784454345703,0.0
314,314.0,160.29610795454545,145.83149238586427,0.0
315,315.0,160.31598153123952,145.86004516601562,0.0
316,316.0,160.23867473486698,146.05557006835937,0.0
317,317.0,160.27277821781658,145.78690353393554,0.0
318,318.0,160.2390889921092,145.7581785583496,0.0
319,319.0,160.2412906134249,145.79911178588867,0.0
320,320.0,160.22690421056265,145.65570457458497,0.0
321,321.0,160.20766307445487,145.819764251709,0.0
322,322.0,160.21985639456545,145.5090823364258,0.0
323,323.0,160.21659127861562,145.58576469421388,0.0
324,324.0,160.22031429560496,145.53088485717774,0.0
325,325.0,160.20214224458945,145.9096144104004,0.0
326,326.0,160.16810954007235,145.49750968933105,0.0
327,327.0,160.15736478978937,145.81048355102538,0.0
328,328.0,160.19272935539786,145.74135597229005,0.0
329,329.0,160.1559421207929,145.93113662719728,0.0
330,330.0,160.13960016269877,145.84958068847655,0.0
331,331.0,160.17397223039106,145.61193374633788,0.0
332,332.0,160.1322030491299,145.51913452148438,0.0
333,333.0,160.13891623256183,145.9011978149414,0.0
334,334.0,160.16592462674535,145.87619277954101,0.0
335,335.0,160.163533831317,145.7919944000244,0.0
336,336.0,160.09066618794142,145.93080757141112,0.0
337,337.0,160.12943560397986,145.68110290527343,0.0
338,338.0,160.07764713171755,145.61733528137208,0.0
339,339.0,160.09603955875744,145.62487716674804,0.0
340,340.0,160.07329025268555,145.79197250366212,0.0
341,341.0,160.09875270342587,145.87679817199708,0.0
342,342.0,160.0470434377651,145.01664489746094,0.0
343,343.0,160.0721531688806,145.49933517456054,0.0
344,344.0,160.04565041166364,145.5224104309082,0.0
345,345.0,159.98595763081252,145.32517288208007,0.0
346,346.0,160.02439434186377,145.30271469116212,0.0
347,347.0,160.01910690114957,145.65994247436524,0.0
348,348.0,160.00193928863064,145.53002166748047,0.0
349,349.0,159.98363611067185,145.38347778320312,0.0
350,350.0,159.99423358319984,145.28785858154296,0.0
351,351.0,159.94328892659658,145.83089500427246,0.0
352,352.0,159.95329177605984,145.29879638671875,0.0
353,353.0,159.94950108479972,145.3896464538574,0.0
354,354.0,159.9141473962803,145.2185252380371,0.0
355,355.0,159.88300181918675,145.26886474609375,0.0
356,356.0,159.87739785049902,145.46275634765624,0.0
357,357.0,159.92538934996634,145.13671768188476,0.0
358,358.0,159.90402981941145,144.9623738861084,0.0
359,359.0,159.85555602873214,145.18691665649413,0.0
360,360.0,159.82818797660596,145.0986312866211,0.0
361,361.0,159.81115808332808,145.39363563537597,0.0
362,362.0,159.82191657846624,144.94182106018067,0.0
363,363.0,159.77554580033427,145.16016784667968,0.0
364,364.0,159.72148604980623,144.89503677368165,0.0
365,365.0,159.74911027869794,145.24033172607423,0.0
366,366.0,159.75593578396422,144.96350257873536,0.0
367,367.0,159.71318148410683,145.17754501342773,0.0
368,368.0,159.6741288963472,145.1962989807129,0.0
369,369.0,159.7360573972837,144.66402488708496,0.0
370,370.0,159.73106000033292,145.04590911865233,0.0
371,371.0,159.685165285438,145.02553077697755,0.0
372,372.0,159.66395174296215,145.1140870666504,0.0
373,373.0,159.65223339793658,145.14948875427245,0.0
374,374.0,159.62050445094252,144.83342163085936,0.0
375,375.0,159.55805559350986,145.01784088134767,0.0
376,376.0,159.56641879958335,144.80175659179687,0.0
377,377.0,159.52482488805597,145.39457405090332,0.0
378,378.0,159.56358203194358,144.7581943511963,0.0
379,379.0,159.56050795776676,145.51233802795412,0.0
380,380.0,159.51154278533627,144.91824310302735,0.0
381,381.0,159.48742790819418,144.69964462280274,0.0
382,382.0,159.4794827900511,144.82683349609374,0.0
383,383.0,159.5225387303516,144.47035247802734,0.0
384,384.0,159.4800856314765,144.76644836425783,0.0
385,385.0,159.48378616699065,144.6632392883301,0.0
386,386.0,159.43991227410055,144.6360629272461,0.0
387,387.0,159.37834345441877,144.71637573242188,0.0
388,388.0,159.35881065349386,144.8474494934082,0.0
389,389.0,159.3224738858926,144.47718139648438,0.0
390,390.0,159.31693791668823,144.34143802642822,0.0
391,391.0,159.3003261543043,144.37721504211424,0.0
392,392.0,159.28570691734853,144.28951736450196,0.0
393,393.0,159.282419906963,144.77165382385255,0.0
394,394.0,159.2174844057873,144.43725997924804,0.0
395,395.0,159.21955639193757,144.82389892578124,0.0
396,396.0,159.25709467781914,144.48771041870117,0.0
397,397.0,159.21149847666422,144.39388511657714,0.0
398,398.0,159.17440872924496,144.6882194519043,0.0
399,399.0,159.19559525133383,144.137338180542,0.0
400,400.0,159.14323020569003,144.14765884399415,0.0
401,401.0,159.20215460285996,144.20212509155274,0.0
402,402.0,159.0826822704739,144.00144523620605,0.0
403,403.0,159.12298735782355,144.07123138427735,0.0
404,404.0,159.0430945912756,144.13101776123048,0.0
405,405.0,159.0889675134601,144.65736053466796,0.0
406,406.0,159.01498669614696,144.07390998840333,0.0
407,407.0,159.0458763390358,144.2907849121094,0.0
408,408.0,159.02806685168335,144.74904159545898,0.0
409,409.0,158.96092761723682,144.2045576477051,0.0
410,410.0,158.96905083897138,144.4438666152954,0.0
411,411.0,158.9032780751315,144.10992927551268,0.0
412,412.0,158.8931810616002,144.39170024871825,0.0
413,413.0,158.95164543344518,144.07626907348632,0.0
414,414.0,158.91992484603264,144.36134231567382,0.0
415,415.0,158.9064139425875,144.1495178604126,0.0
416,416.0,158.77745093355276,143.96064651489257,0.0
417,417.0,158.79475236777103,144.25243896484375,0.0
418,418.0,158.73520831483782,143.6879818725586,0.0
419,419.0,158.77925366970024,143.8267805480957,0.0
420,420.0,158.81770377091686,144.1958283996582,0.0
421,421.0,158.79081247214114,143.50411209106446,0.0
422,422.0,158.79242672005086,143.96759963989257,0.0
423,423.0,158.782994928071,143.8881736755371,0.0
424,424.0,158.70829144237018,144.18191352844238,0.0
425,425.0,158.7119091097514,144.08651985168456,0.0
426,426.0,158.65701234066125,143.8691888809204,0.0
427,427.0,158.6321942712803,143.7665998840332,0.0
428,428.0,158.62629054599338,144.24404376983642,0.0
429,429.0,158.61760808963967,144.52169986724854,0.0
430,430.0,158.59474551749952,143.61073135375977,0.0
431,431.0,158.58381744384766,143.66294616699219,0.0
432,432.0,158.61857444050335,143.6651965713501,0.0
433,433.0,158.5849378722605,143.40290733337403,0.0
434,434.0,158.48795617325138,143.63027046203612,0.0
435,435.0,158.46028431112117,143.82100524902344,0.0
436,436.0,158.466372770059,144.17646144866944,0.0
437,437.0,158.44674804610435,143.72881454467773,0.0
438,438.0,158.43759397073225,143.74362197875976,0.0
439,439.0,158.53478448771466,143.57908996582032,0.0
440,440.0,158.43698412423183,143.91388946533203,0.0
441,441.0,158.6034799728008,143.45615768432617,0.0
442,442.0,158.39400597601227,143.47646514892577,0.0
443,443.0,158.37534224577624,143.4721150970459,0.0
444,444.0,158.29645001941256,143.8221085357666,0.0
445,445.0,158.31773869061712,143.34943489074706,0.0
446,446.0,158.33125186688972,143.5115151977539,0.0
447,447.0,158.35393130803348,143.4515506362915,0.0
448,448.0,158.25906620911877,143.56236236572266,0.0
449,449.0,158.20110729371657,143.78071014404296,0.0
450,450.0,158.20660003363483,143.40183654785156,0.0
451,451.0,158.26933901892767,143.14198314666749,0.0
452,452.0,158.2557238374575,143.67136787414552,0.0
453,453.0,158.19106657085996,143.47761810302734,0.0
454,454.0,158.11797164078914,143.29235527038574,0.0
455,455.0,158.23185589067864,143.72142528533936,0.0
456,456.0,158.15999822606943,143.27132652282714,0.0
457,457.0,158.2141447133729,143.29873512268065,0.0
458,458.0,158.08385259686094,143.37622589111328,0.0
459,459.0,158.10595926400387,143.43910179138183,0.0
460,460.0,158.1535275329243,143.2511148071289,0.0
461,461.0,158.0759679181648,143.59282779693604,0.0
462,462.0,158.05908686368153,143.48604614257812,0.0
463,463.0,158.05611243662207,143.34295413970946,0.0
464,464.0,157.97794425954723,143.33828216552735,0.0
465,465.0,157.89176259243126,143.24620796203612,0.0
466,466.0,157.94563415623674,143.70639392852783,0.0
467,467.0,158.00826616923015,143.4117805480957,0.0
468,468.0,157.88717203573748,143.37197410583497,0.0
469,469.0,157.97388388084642,143.42160064697265,0.0
470,470.0,157.94468547329757,144.03828903198243,0.0
471,471.0,157.9259012563301,142.90048553466798,0.0
472,472.0,157.99230615278688,143.97194412231445,0.0
473,473.0,157.96481136235323,143.44352230072022,0.0
474,474.0,157.90775506376016,143.15293647766114,0.0
475,475.0,157.87516020071627,145.07234153747558,0.0
476,476.0,157.92295337840764,143.54478820800782,0.0
477,477.0,157.95748877823954,143.29688674926757,0.0
478,478.0,157.7632574801975,143.23183753967285,0.0
479,479.0,157.77668893688858,143.50748714447022,0.0
480,480.0,157.74372115963638,143.52818572998046,0.0
481,481.0,157.77279780672055,143.16379684448242,0.0
482,482.0,157.75506376757767,143.3080841064453,0.0
483,483.0,157.73109531479653,143.98508918762207,0.0
484,484.0,157.7722138949115,143.41609924316407,0.0
485,485.0,157.7006887018801,143.5355088043213,0.0
486,486.0,157.69398962338767,143.27017993927,0.0
487,487.0,157.76812527598756,143.26029666900635,0.0
488,488.0,157.61827446947194,143.23424072265624,0.0
489,489.0,157.70481844988737,143.05574756622315,0.0
490,490.0,157.6822117456523,143.21956665039062,0.0
491,491.0,157.62766549900326,143.0718218231201,0.0
492,492.0,157.625330001465,143.15879577636719,0.0
493,493.0,157.63007099247943,143.3213777923584,0.0
494,494.0,157.59963522930337,142.98233226776122,0.0
495,495.0,157.53005737237257,142.83887844085694,0.0
496,496.0,157.5577746766986,143.72021629333497,0.0
497,497.0,157.57163156432335,142.8093140411377,0.0
498,498.0,157.52377782277387,143.54668334960937,0.0
499,499.0,157.55728632242992,142.92920379638673,0.0
500,500.0,157.53048993004694,142.78397483825682,0.0
501,501.0,157.4998672493058,142.96985370635986,0.0
502,502.0,157.4590785153707,143.05545919418336,0.0
503,503.0,157.48414284113682,143.05121658325194,0.0
504,504.0,157.429358922207,143.6720651626587,0.0
505,505.0,157.43598468414461,143.2243667602539,0.0
506,506.0,157.46312035830334,143.03303379058838,0.0
507,507.0,157.430015311193,142.8535482788086,0.0
508,508.0,157.4317544618279,142.9738671875,0.0
509,509.0,157.39226950592465,143.25191986083985,0.0
510,510.0,157.40777371473988,143.25958656311036,0.0
511,511.0,157.36729241361522,142.8901045227051,0.0
512,512.0,157.39880684274615,142.9893349456787,0.0
513,513.0,157.43042001372635,142.81633979797363,0.0
514,514.0,157.26133074933833,143.28833610534667,0.0
515,515.0,157.32572941481465,143.2297885131836,0.0
516,516.0,157.34381624144737,143.07044776916504,0.0
517,517.0,157.33755473628187,143.05105083465577,0.0
518,518.0,157.23521494480096,143.4691719818115,0.0
519,519.0,157.25054054231356,142.82443534851075,0.0
520,520.0,157.27387817529717,143.33248550415038,0.0
521,521.0,157.31449282723244,142.9715991973877,0.0
522,522.0,157.25592688661632,142.5648235321045,0.0
523,523.0,157.2615107288505,142.95720796585084,0.0
524,524.0,157.20873691934528,142.64490993499757,0.0
525,525.0,157.2653714612277,143.01528255462645,0.0
526,526.0,157.17428775300883,142.82857818603514,0.0
527,527.0,157.1941249381894,142.74042465209962,0.0
528,528.0,157.14234479627223,142.9947816467285,0.0
529,529.0,157.15126820145233,142.7409348487854,0.0
530,530.0,157.11125029645785,142.6249214553833,0.0
531,531.0,157.1488478730905,143.26854301452636,0.0
532,532.0,157.1635151603005,142.9158508682251,0.0
533,533.0,157.14662346714675,142.95846084594726,0.0
534,534.0,157.06039141717582,143.44694398880006,0.0
535,535.0,157.11328731871615,142.94298057556153,0.0
536,536.0,157.12770823235465,142.746682472229,0.0
