epoch,train_loss,test_loss,vae_efficiency,n0_fr1,zero_pixels
4796,216.82149716728873,245.3706329189814,0.5,35,9547.985
4797,216.7973754776994,245.95226548268244,0.445,26,9569.43
4798,216.8145242425622,245.29779054568365,0.54,40,9534.755
4799,216.8323068910938,246.53280562620895,0.55,44,9526.55
4800,216.82648735121973,246.26472113682672,0.54,43,9548.175
4801,216.832872032883,246.71858948469162,0.47,33,9547.125
4802,216.8208243810918,246.65980989199417,0.49,35,9550.98
4803,216.8233436086777,246.29360553851495,0.465,37,9543.92
4804,216.80939005657115,246.50630176067352,0.46,31,9550.68
4805,216.8151766973704,247.00045695671668,0.45,30,9559.25
4806,216.8320444703302,246.70067691802979,0.455,35,9570.725
4807,216.81692790825218,245.9903883750622,0.47,28,9527.735
4808,216.8199498360158,247.06038858340338,0.49,40,9541.38
4809,216.83385619570652,246.55741988695584,0.51,31,9562.065
4810,216.81382989062166,246.47743309461154,0.475,38,9575.81
4811,216.82069627215014,245.8352486537053,0.54,44,9537.83
4812,216.81233223588197,246.2083260508684,0.485,37,9544.695
4813,216.82390541137127,246.90090038226202,0.5,33,9551.885
4814,216.7890784716101,246.3719308926509,0.505,40,9539.4
4815,216.7995132021271,246.09248314454004,0.46,32,9542.055
4816,216.81136715177755,247.4654493698707,0.495,39,9535.165
4817,216.80121432017887,245.95732102027307,0.53,37,9543.64
4818,216.79906810498278,246.37739718877353,0.525,36,9527.025
4819,216.81126870950573,245.95639456235446,0.48,30,9534.295
4820,216.804863941813,246.4233981554325,0.49,29,9541.69
4821,216.7911370615646,246.15679888541882,0.52,42,9544.735
4822,216.80492513627837,246.75004109969507,0.53,38,9551.38
4823,216.80588666470817,246.158569418467,0.47,39,9554.48
4824,216.80492228557563,246.92807599214407,0.47,41,9540.345
4825,216.80485378004323,246.2396272237484,0.51,41,9541.025
4826,216.79910318322015,246.53563673679645,0.55,42,9543.74
4827,216.78368404779724,246.14652777635135,0.51,31,9528.825
4828,216.82728530611683,246.65322797115033,0.54,37,9546.465
4829,216.794118930937,246.245289509113,0.485,34,9531.93
4830,216.7952743740166,246.5122391810784,0.48,39,9572.8
4831,216.81193408753848,246.58312841562125,0.47,31,9527.995
4832,216.8097060461848,246.44769853811997,0.485,38,9528.05
4833,216.79292378762096,245.86996815754816,0.51,38,9545.215
4834,216.79901173979275,246.65532601338165,0.55,43,9565.855
4835,216.7889360960728,246.58448890539316,0.525,38,9565.73
4836,216.7769331363003,246.54250881763605,0.46,33,9519.315
4837,216.76926559421497,246.42461354915912,0.455,32,9570.245
4838,216.77700681385517,246.94391105725214,0.475,33,9559.93
4839,216.79473833462902,245.92553916000404,0.52,37,9558.84
4840,216.77154259550156,246.26153669907495,0.515,34,9568.885
4841,216.77785762710698,245.51218674733087,0.435,32,9551.25
4842,216.79657410347068,246.58645178721503,0.5,38,9536.18
4843,216.77966941207887,245.5964918411695,0.445,29,9530.765
4844,216.78842224076905,246.99727801634714,0.47,34,9553.205
4845,216.766655213621,246.284279859983,0.465,35,9563.765
4846,216.78102804869164,245.65739948015946,0.52,36,9571.955
4847,216.77696301315348,245.72458303891696,0.545,37,9520.095
4848,216.77066074982412,246.78020596504211,0.545,39,9546.68
4849,216.78286919537848,246.82820763037756,0.485,35,9541.81
4850,216.77903661072355,245.73230274823996,0.49,35,9593.485
4851,216.78593235861837,245.9876438837785,0.54,36,9541.705
4852,216.75316086303823,246.48678944661066,0.545,45,9527.915
4853,216.76487343225187,246.34786759890042,0.525,40,9542.325
4854,216.74781196907043,246.43028455514175,0.475,36,9526.895
4855,216.77566856822668,246.5416623353958,0.51,35,9539.675
4856,216.79147552568145,245.59385939744803,0.485,32,9556.09
4857,216.7879349996796,245.91078701386084,0.435,27,9528.105
4858,216.78587243513732,247.2354361460759,0.48,37,9550.535
4859,216.77093643946648,245.5724190060909,0.51,32,9581.12
4860,216.76003805113137,246.83150725181287,0.575,43,9550.7
4861,216.76283370385607,246.18689040495798,0.405,30,9552.47
4862,216.7718975780541,246.73973303574783,0.445,27,9546.115
4863,216.75873228246675,246.02590963473688,0.525,39,9520.335
4864,216.76231776357986,245.83856485898679,0.515,41,9557.18
4865,216.75787498725293,246.7880951166153,0.52,43,9539.055
4866,216.76286297021815,246.47999420532813,0.505,37,9545.085
4867,216.75983167286964,246.8210766842732,0.485,38,9559.48
4868,216.73820368797746,246.92885652872232,0.53,40,9532.145
4869,216.75746512387587,246.16360739561227,0.515,36,9567.07
4870,216.76756911502343,245.93223533263574,0.505,35,9534.76
4871,216.76958820271503,245.91518723047696,0.48,31,9538.07
4872,216.75526380807847,246.15979387209967,0.47,32,9544.275
4873,216.75635777673895,246.24766937585977,0.52,39,9563.23
4874,216.75582676896087,246.34566619763007,0.455,32,9537.045
4875,216.74977873186026,247.08076544908377,0.485,42,9542.315
4876,216.76353646167766,246.22425308594336,0.525,39,9552.335
4877,216.76172822598477,246.6594808651851,0.54,44,9533.225
4878,216.748466642287,246.38196891087753,0.575,42,9523.85
4879,216.75410414679607,246.5149361078556,0.505,31,9558.46
4880,216.75399880684688,247.1371631714014,0.44,26,9560.15
4881,216.76472242117256,246.20404788163992,0.5,38,9558.945
4882,216.76561387336358,246.0022862966244,0.54,38,9516.655
4883,216.7346717614696,246.12843849567267,0.455,32,9541.995
4884,216.74908248826947,246.0814615579752,0.495,34,9564.935
4885,216.7606096109263,246.15590223899255,0.5,37,9523.825
4886,216.7543517282652,246.52938608022836,0.48,29,9533.075
4887,216.73007919620838,246.26562935572403,0.46,36,9534.58
4888,216.7542678755679,246.38416574551508,0.58,43,9552.46
4889,216.7229657980604,246.41298793829404,0.48,34,9556.285
4890,216.7416119173594,246.29786073244534,0.56,49,9555.02
4891,216.73403040684317,246.77972113169156,0.485,37,9534.945
4892,216.73558834583508,246.05075717889346,0.555,37,9535.37
4893,216.7400800259879,246.89270616494693,0.48,36,9513.275
4894,216.75607228493513,245.79426582959982,0.53,34,9537.795
4895,216.74375311315578,245.95211104246286,0.57,37,9534.035
4896,216.7298244074557,246.2166029856755,0.53,37,9557.39
4897,216.71760379743003,246.20368552207947,0.425,25,9540.075
4898,216.75616130471283,247.0165315591372,0.525,34,9533.905
4899,216.7422383361756,246.314859857926,0.485,44,9541.01
4900,216.7193231319549,246.21523183125717,0.51,51,9542.81
4901,216.734879339201,246.53932114747855,0.51,41,9544.385
4902,216.7159437337421,246.64651656150818,0.495,37,9536.6
4903,216.72779081856544,246.63272228607764,0.53,39,9541.6
4904,216.74606539792103,245.6281387072343,0.45,32,9554.885
4905,216.71939483965846,246.71498115246112,0.51,42,9530.555
4906,216.72006248348535,246.53930311019604,0.465,35,9539.715
4907,216.74689206305192,247.28930804362665,0.53,42,9538.85
4908,216.70729933466748,246.20994131381696,0.535,42,9554.305
4909,216.74285634097086,246.46330681213965,0.515,33,9541.945
4910,216.70646268190217,246.88753160146567,0.48,36,9537.54
4911,216.71557503403588,246.10861864915262,0.53,40,9542.72
4912,216.7194992211366,246.27963058765118,0.485,33,9534.325
4913,216.7380578573512,246.5626488007032,0.495,38,9589.35
4914,216.71966884667108,247.02398556929367,0.495,37,9595.685
4915,216.75257961155165,246.27764884325174,0.485,34,9532.49
4916,216.72519770149705,245.95718593895435,0.48,33,9543.57
4917,216.72080787190066,246.28780974791601,0.52,36,9531.655
4918,216.72618436907834,246.32682317724596,0.505,35,9518.39
4919,216.72020400026517,246.50096745674426,0.515,45,9547.97
4920,216.71434768527914,246.5217024408854,0.485,27,9553.91
4921,216.69721812675718,246.59962551410382,0.545,38,9546.225
4922,216.7153992323664,246.55949590756342,0.48,32,9542.875
4923,216.70183599513035,246.8456767155574,0.545,42,9517.57
4924,216.71570217084312,245.98619792094598,0.595,46,9554.145
4925,216.70335609152303,246.55345584796027,0.535,46,9556.365
4926,216.69519297049334,247.1678798382099,0.48,31,9533.36
4927,216.70411365051456,245.40030015431918,0.475,33,9547.285
4928,216.68678486345382,246.83078309205862,0.485,42,9497.005
4929,216.71390094213453,246.7977803670443,0.495,34,9544.515
4930,216.71738019430717,247.1078290114036,0.55,40,9545.79
4931,216.6882603814954,247.10213740055377,0.52,34,9526.145
4932,216.6978832143706,246.35888621440301,0.51,41,9528.43
4933,216.70482325891845,246.36941093664902,0.51,40,9561.21
4934,216.6835688884766,247.2705567433284,0.44,29,9559.35
4935,216.68880570209203,246.66946295133005,0.455,30,9530.61
4936,216.70754360785628,245.33371710777283,0.5,36,9539.84
4937,216.7020358120663,247.07544668362692,0.475,32,9536.625
4938,216.68803051328027,247.09154092348538,0.485,35,9542.25
4939,216.68666614909813,246.13538746191904,0.505,35,9541.545
4940,216.72932848983413,246.25229342167194,0.52,31,9565.965
4941,216.71516178970091,246.91624550635999,0.49,36,9522.255
4942,216.70348634677697,245.9527079463005,0.5,30,9550.75
4943,216.68377074648777,246.35961776054822,0.51,45,9533.39
4944,216.68746723988457,246.42529663672815,0.495,35,9528.095
4945,216.6884779427913,246.28786829801706,0.555,38,9546.645
4946,216.68664207801535,246.12042610461896,0.47,33,9551.96
4947,216.70003240585618,246.1951081569378,0.485,32,9554.575
4948,216.69319550959443,246.61054803774908,0.43,30,9525.385
4949,216.67476320550165,245.91856268736032,0.49,38,9551.1
4950,216.6918711796746,246.22776878797092,0.525,42,9546.955
4951,216.69186021932433,245.86569242294019,0.54,40,9528.18
4952,216.69284213379632,247.1784493648089,0.55,43,9537.955
4953,216.69515179025203,245.90989089012146,0.465,33,9514.31
4954,216.68876441341587,246.7607388313,0.58,48,9537.235
4955,216.67874585584684,246.73201684768384,0.475,37,9554.105
4956,216.68193131004813,246.56867557305557,0.42,26,9566.08
4957,216.69652140756475,246.65988344412582,0.5,38,9546.1
4958,216.67445034625382,246.07050961714523,0.445,31,9582.455
4959,216.68009212739838,245.9367774266463,0.505,33,9538.965
4960,216.6785178036974,246.5967706671128,0.515,36,9559.08
4961,216.64755649418387,246.90224040013092,0.5,35,9540.12
4962,216.66989598436302,246.30328680918768,0.435,30,9531.485
4963,216.68607191188437,246.96116210864142,0.485,32,9530.925
4964,216.68012150045104,246.4528277012018,0.465,33,9527.715
4965,216.68793236171848,246.11987060766953,0.495,34,9535.955
4966,216.66793180220628,246.589995099948,0.475,27,9532.79
4967,216.69208744004303,247.2017788887024,0.44,33,9532.695
4968,216.68294992084967,246.68479023529932,0.455,29,9564.555
4969,216.6719736986781,246.06310381339148,0.505,32,9530.81
4970,216.67447992425704,246.32715672713059,0.5,36,9553.905
4971,216.67211790074663,245.9907431602478,0.515,41,9560.725
4972,216.67984771961085,246.65445744074307,0.455,29,9550.075
4973,216.66471947680304,246.04267673309033,0.475,45,9574.485
4974,216.67334618122908,247.27903797993292,0.53,36,9531.37
4975,216.69175105770083,246.89868352963373,0.5,37,9533.385
4976,216.6649420356954,246.9487627377877,0.44,30,9557.44
4977,216.67884871836497,246.54020621684882,0.515,44,9562.04
4978,216.671011484754,246.06242859363556,0.55,45,9520.97
4979,216.66284330246233,246.42543392914993,0.46,33,9543.615
4980,216.66461640410154,246.69384782130902,0.48,29,9535.205
4981,216.66304061086126,245.91363505216745,0.49,35,9559.42
4982,216.6676622997459,246.63100635088406,0.5,36,9547.435
4983,216.66744159761862,246.61671131390793,0.475,37,9541.72
4984,216.64905347680195,247.15389545147235,0.51,39,9531.855
4985,216.6611132570164,246.71325905964926,0.515,35,9537.295
4986,216.6570074999774,246.92824860719534,0.47,41,9538.11
4987,216.65065935853232,245.4412866280629,0.49,44,9504.875
4988,216.6636658618952,246.62326364333813,0.515,32,9537.815
4989,216.64497295077882,245.96686978523547,0.505,39,9562.23
4990,216.65280718600636,246.77085633461292,0.495,38,9547.52
4991,216.68332650286817,246.06978245881888,0.49,31,9524.87
4992,216.63937888649102,246.52974286446204,0.465,33,9542.37
4993,216.64537717496236,245.89534840217004,0.49,37,9561.625
4994,216.66508389551308,246.5793346441709,0.49,38,9534.07
4995,216.65392319920986,246.5825216770172,0.415,29,9573.795
4996,216.63944626435912,246.66698444348114,0.485,34,9571.935
4997,216.64816097020557,246.59551737858698,0.545,44,9545.045
4998,216.65008267410062,246.0571280167653,0.46,36,9518.8
4999,216.663167605802,246.9337374522136,0.415,21,9550.35
5000,216.6655429246458,246.0805608034134,0.515,40,9539.795
5001,216.6376714114826,246.74605095845,0.45,32,9555.115
5002,216.65344862959003,246.30087095957535,0.405,35,9555.22
5003,216.6392181953485,247.16144950114764,0.565,41,9559.83
5004,216.63015647880044,246.70844371502216,0.46,34,9559.68
5005,216.6183946880148,246.45719974545332,0.49,31,9536.235
5006,216.63601521016838,246.60260445338028,0.475,31,9554.89
5007,216.65662462815627,246.1860524049172,0.545,40,9536.41
5008,216.63248922868104,246.23247480392456,0.5,37,9554.185
5009,216.6259442573458,246.73199141942538,0.485,34,9568.98
5010,216.64818653815442,246.83365169855264,0.485,36,9528.24
5011,216.62751972411868,246.70951935878168,0.46,34,9548.335
5012,216.63234819070067,246.654054077772,0.475,34,9516.385
5013,216.63097822773366,246.29934359284547,0.455,34,9555.475
5014,216.63590067796747,247.12211250341855,0.48,29,9558.315
5015,216.64883390350178,246.3825510556881,0.535,39,9534.845
5016,216.6333815265476,246.0017818579307,0.51,37,9543.98
5017,216.6361205623274,246.66725829931406,0.485,35,9555.975
5018,216.61757877915576,246.0196683590229,0.475,34,9566.21
5019,216.62268387698995,245.93964878412393,0.46,34,9566.085
5020,216.61057975419027,246.0830160654508,0.44,31,9547.74
5021,216.63415059474997,245.82364217134622,0.51,34,9533.98
5022,216.63181813674225,246.4775010714164,0.465,38,9511.76
5023,216.62142680400285,246.3834995489854,0.515,42,9546.825
5024,216.61912252074097,246.40088655398444,0.525,35,9533.98
5025,216.65786475478248,246.5629524084238,0.49,37,9547.49
5026,216.63032691221815,246.37937163848144,0.5,33,9543.725
5027,216.59113734576275,246.2285097195552,0.46,38,9564.895
5028,216.6425768551785,246.89667219382065,0.48,29,9535.175
5029,216.64133778673687,246.08783488090222,0.47,31,9552.6
5030,216.61373499547759,247.22277697233054,0.52,39,9551.43
5031,216.60757616470724,246.70602192328528,0.49,34,9535.71
5032,216.61190315064016,247.37042778271896,0.485,33,9534.93
5033,216.62387396950962,246.4764023560744,0.465,39,9553.635
5034,216.6492628810646,247.30552471142548,0.55,47,9536.62
5035,216.61568127512805,246.59912699002487,0.485,29,9543.555
5036,216.62294001638153,247.07481831770676,0.455,27,9540.7
5037,216.6037767547203,246.68073399250324,0.59,46,9559.94
5038,216.6137390375101,246.04197116998526,0.54,43,9548.36
5039,216.61502803133277,246.20896302736722,0.525,44,9559.365
5040,216.58911605477968,246.27459914867694,0.545,41,9527.615
5041,216.6048946290495,245.8904675795482,0.45,44,9521.86
5042,216.62143247662803,246.78010001549353,0.51,35,9541.295
5043,216.61680347376927,245.436182650236,0.51,33,9561.815
5044,216.6084484634667,246.1838882152851,0.485,30,9560.48
5045,216.61911986946532,246.37197526601645,0.495,43,9540.1
5046,216.59515863147345,246.8915672485645,0.515,38,9533.34
5047,216.61056596871975,245.8633750814658,0.455,28,9527.455
5048,216.60773264636828,246.17766431661752,0.5,36,9539.775
5049,216.6194655120854,246.11172018601343,0.47,30,9533.155
5050,216.59108662528973,246.9874715254857,0.555,43,9541.305
5051,216.59747112002646,246.50488725075354,0.49,28,9532.32
5052,216.6147520881912,246.08390619204596,0.51,35,9535.79
5053,216.58966779309137,247.1526631758763,0.47,35,9529.14
5054,216.6089675140497,246.8803802912052,0.53,39,9548.21
5055,216.58776516500834,246.30403581032385,0.465,36,9563.02
5056,216.59693444136747,246.0414875287276,0.48,36,9508.115
5057,216.6096883958986,246.70066231947678,0.44,38,9516.105
5058,216.58694717175823,246.29166164306494,0.485,34,9546.125
5059,216.57615071741333,245.77381440309378,0.53,35,9564.8
5060,216.6079464967504,246.70235998355426,0.49,35,9564.565
5061,216.5960163525775,245.84059685468674,0.37,20,9540.465
5062,216.59497059701584,246.1810863155585,0.54,38,9527.24
5063,216.57071035763346,246.14768795783704,0.5,34,9558.465
5064,216.57974608702878,246.74497492496783,0.59,47,9536.07
5065,216.58843411005338,246.42979434820322,0.485,32,9529.64
5066,216.57910383003838,246.44522421176617,0.51,38,9525.52
5067,216.60240686733792,247.29328033098807,0.515,37,9562.235
5068,216.59173249318965,246.64023386515103,0.44,32,9566.95
5069,216.5778734773747,247.15566415053146,0.47,36,9526.605
5070,216.59205842973836,246.7356550051616,0.49,33,9557.985
5071,216.58821270324492,246.87767918293292,0.505,39,9533.425
5072,216.58670912470654,247.85535704172574,0.5,39,9535.175
5073,216.60413983936192,245.69946455955505,0.54,47,9513.99
5074,216.5730157999563,246.66204384657053,0.495,38,9548.98
5075,216.57740411408116,247.01621382970077,0.475,37,9538.665
5076,216.5990093686453,245.8846301482274,0.455,34,9550.0
5077,216.5858943010681,246.56691353137677,0.455,34,9535.19
5078,216.60212967414316,246.20692790013092,0.445,32,9540.465
5079,216.58131394155905,246.4440400141936,0.505,39,9558.665
5080,216.58930208450082,246.62568281247064,0.46,31,9557.975
5081,216.60588352812115,246.91675464923566,0.495,34,9535.985
5082,216.60424529995575,246.56479150515335,0.475,35,9532.655
5083,216.5924594540764,246.61088448304398,0.445,31,9516.97
5084,216.5802746112709,247.08367270689743,0.485,28,9552.205
5085,216.57335731565652,246.64026888517233,0.53,38,9553.39
5086,216.55842221362838,246.73707218353564,0.505,35,9563.89
5087,216.57383549531374,246.4396252494592,0.425,34,9555.68
5088,216.55190069474492,246.17275415017053,0.505,38,9566.565
5089,216.55585797540553,246.96703310196216,0.475,34,9517.075
5090,216.5715191647367,246.7382039657006,0.505,38,9535.705
5091,216.58355603205723,246.56311581684992,0.53,36,9520.385
5092,216.56946604565465,247.9651547211867,0.46,34,9531.84
5093,216.55738547676458,245.6096424322862,0.465,30,9540.255
5094,216.56628096036442,246.40016564039084,0.46,31,9567.245
5095,216.56126582391778,246.27162205255948,0.56,44,9560.54
5096,216.55514068876784,245.76740975563342,0.485,35,9548.74
5097,216.56193162580576,247.3784858080057,0.51,39,9527.31
5098,216.5599258805426,247.10859313377966,0.48,37,9564.415
5099,216.54070892211885,247.05322902019208,0.54,41,9522.355
5100,216.57444907317637,247.00969824882654,0.525,38,9533.32
5101,216.57240975787954,247.20293967540448,0.48,36,9524.11
5102,216.56135924359208,246.1667522283701,0.455,35,9538.925
5103,216.57560927343522,246.8151084276346,0.515,40,9546.875
5104,216.5636259043222,247.29037482921893,0.54,33,9560.835
5105,216.55383106238085,247.40648677715888,0.545,38,9528.295
5106,216.56087041231868,246.78450379004846,0.465,30,9516.355
5107,216.54548843836133,246.76015650309049,0.455,40,9553.95
5108,216.55832935240807,246.21743111427014,0.43,30,9526.04
5109,216.5551438179708,246.18836440489844,0.495,37,9533.505
5110,216.55284851416093,246.43088216965015,0.51,41,9514.175
5111,216.5762562454519,246.4386868751966,0.525,38,9560.29
5112,216.54089305350337,247.1209905055853,0.54,41,9566.105
5113,216.55700228748807,246.72788196343643,0.535,42,9538.39
5114,216.56004678975916,247.67393452846088,0.475,35,9503.16
5115,216.5463861169802,245.94967222213745,0.495,40,9547.665
5116,216.53451966418123,245.9995479125243,0.495,42,9549.995
5117,216.5457149110831,246.34497605837308,0.505,39,9563.055
5118,216.54327964288507,246.00292380039508,0.5,35,9550.42
5119,216.56654334682423,246.5664620949672,0.535,39,9520.165
5120,216.5520826460948,247.47567630731143,0.515,35,9576.995
5121,216.53966544746825,246.49887260106894,0.44,25,9517.32
5122,216.52793056393264,247.07492391879742,0.505,38,9550.54
5123,216.55392696646325,246.2494888168115,0.535,39,9536.045
5124,216.56514938748694,246.73684781331283,0.52,32,9541.995
5125,216.5443884650848,246.5905177318133,0.46,35,9538.49
5126,216.55461509895295,246.465121782743,0.555,41,9534.785
5127,216.54260099975278,246.9840292930603,0.465,35,9521.115
5128,216.52473355313478,245.88454373983237,0.485,39,9543.185
5129,216.52705722821048,246.39500504273636,0.47,36,9537.78
5130,216.54197175988625,246.79527646761673,0.515,42,9546.245
5131,216.5536110317938,246.73421912926895,0.44,30,9568.98
5132,216.53900973874246,246.56384980678558,0.525,37,9543.0
5133,216.52191424155413,246.91897069490872,0.45,32,9523.355
5134,216.54182124359545,246.8724827995667,0.48,37,9539.45
5135,216.52476909418255,246.91901395871088,0.575,41,9530.805
5136,216.53824526404958,245.79799782312833,0.425,27,9584.0
5137,216.51822329897504,247.21782678824204,0.47,26,9556.48
5138,216.53462212057744,247.3696312720959,0.485,37,9561.265
5139,216.53057707106444,246.76671380263107,0.49,41,9541.1
5140,216.541406416635,247.10908317565918,0.5,39,9539.655
5141,216.52806354808183,246.63206986280588,0.555,41,9564.92
5142,216.53058631360904,245.74489058898047,0.485,36,9525.77
5143,216.5238505030456,245.9500665114476,0.55,34,9520.98
5144,216.5368694665319,246.60745132886447,0.505,35,9546.255
5145,216.51334951592915,246.82776693197397,0.535,41,9519.08
5146,216.52250694003962,246.99437088232773,0.47,38,9539.255
5147,216.53248953910122,245.9861129934971,0.495,37,9540.525
5148,216.51972239738083,247.4010602235794,0.515,37,9567.09
5149,216.5164213743066,246.30878949165344,0.515,46,9559.515
5150,216.52626467150824,246.25471338858972,0.52,37,9543.215
5151,216.52056553239885,247.11181603028223,0.505,43,9563.905
5152,216.51902152859316,247.1260870053218,0.5,40,9536.785
5153,216.5433751719515,246.57979596578159,0.505,36,9568.745
5154,216.53041960912913,246.6197329209401,0.505,37,9566.315
5155,216.52726454662852,246.1728521677164,0.51,40,9531.255
5156,216.53322698996936,246.33435368537903,0.505,40,9543.35
5157,216.52886150239755,247.11117675212714,0.47,38,9550.03
5158,216.5101040504524,246.42365237382742,0.505,34,9526.775
5159,216.5102301002948,245.51173766759726,0.47,33,9513.605
5160,216.5116448541219,245.7378913989434,0.575,41,9532.38
5161,216.5241946793242,246.00050950050354,0.52,38,9555.93
5162,216.49929407925308,246.99036773351523,0.565,39,9536.665
5163,216.52531734164796,246.5336499947768,0.53,38,9539.135
5164,216.52167360165956,246.04372104314658,0.445,31,9546.12
5165,216.5227184455545,246.69494575720566,0.495,39,9544.275
5166,216.5119867829211,246.6880278266393,0.46,36,9556.955
5167,216.50605553945488,246.01047150905316,0.495,42,9542.455
5168,216.5087761288099,247.237678362773,0.5,41,9534.895
5169,216.4983420404714,247.4779500044309,0.51,43,9536.385
5170,216.48859314002055,246.0216196316939,0.425,32,9541.395
5171,216.4945803259844,246.69535950513986,0.555,47,9544.01
5172,216.52377272851402,246.4839916676283,0.48,37,9546.66
5173,216.50277434484096,246.17922959877893,0.485,34,9539.32
5174,216.49107815772,245.97844957846863,0.55,41,9523.05
5175,216.481991616278,246.7371147962717,0.49,37,9542.755
5176,216.51263274384823,245.6941005908526,0.485,38,9540.035
5177,216.49846940577675,246.47664380073547,0.45,37,9558.85
5178,216.48217002212812,246.7417201216404,0.525,37,9515.945
5179,216.50493420829244,246.8236600619096,0.515,37,9529.53
5180,216.49494462492189,246.3069480749277,0.535,43,9547.345
5181,216.488297296904,246.29906216034522,0.485,36,9539.24
5182,216.50831011478684,246.57171140267297,0.45,35,9557.45
5183,216.4866007543377,246.92130750876206,0.475,35,9547.73
5184,216.4930652597477,246.40179857840906,0.49,39,9534.39
5185,216.49989367686945,246.52913884016183,0.495,42,9561.16
5186,216.50252482549863,246.65864907778226,0.555,38,9525.62
5187,216.50209526099223,246.72047343620886,0.435,28,9538.885
5188,216.50092481582053,247.0279829960603,0.49,43,9556.55
5189,216.49360848868554,246.51098348314946,0.5,36,9557.67
5190,216.48331637179737,246.0873091495954,0.51,35,9527.96
5191,216.49030767550394,246.3313657091214,0.57,45,9522.95
5192,216.47274695909383,246.7149746784797,0.54,41,9557.095
5193,216.49283776663367,246.27781710257898,0.46,37,9516.875
5194,216.49385255169094,246.7960507136125,0.495,41,9530.73
5195,216.48331724218326,246.31578260660172,0.555,38,9557.77
5196,216.48027696392919,246.87863055559305,0.475,33,9540.635
5197,216.47321431474376,246.62453977878278,0.51,44,9550.885
5198,216.48371223196207,246.72677538486627,0.535,40,9558.09
5199,216.47269915473333,247.00062433572916,0.485,33,9561.185
5200,216.50006195438144,247.02049789061914,0.485,34,9558.385
5201,216.4937662648784,245.89607254358438,0.535,41,9528.855
5202,216.49320787831863,247.04062027197617,0.49,34,9546.88
5203,216.46925707216616,247.06077639873212,0.52,32,9521.46
5204,216.4763193021477,246.77399170398712,0.495,32,9513.005
5205,216.49451825502823,246.7775581570772,0.485,35,9542.245
5206,216.46984027954994,246.29556287251987,0.42,26,9556.145
5207,216.4666676311263,247.33645937992975,0.495,37,9543.54
5208,216.47761239585418,247.1179870091952,0.495,41,9557.195
5209,216.47060629587824,246.98022309633402,0.49,35,9553.26
5210,216.4622280081313,246.56203512045053,0.445,26,9528.695
5211,216.46822155221463,245.76239623473242,0.525,36,9553.79
5212,216.46712302318562,247.02898593132312,0.51,40,9537.79
5213,216.45492419693605,246.2942092877168,0.49,37,9514.765
5214,216.46992801351712,246.7911982536316,0.49,36,9543.355
5215,216.4761621355738,246.61566613270685,0.515,36,9520.125
5216,216.46411148917838,247.0906514571263,0.54,39,9568.575
5217,216.46837256852672,246.11320286530716,0.525,34,9576.975
5218,216.47456807992822,246.84665176501642,0.53,34,9544.7
5219,216.45961555593752,246.57812610039343,0.57,43,9510.315
5220,216.4664011186188,246.52605012746957,0.505,38,9535.555
5221,216.45895704156905,246.52609014052612,0.55,42,9535.665
5222,216.46342484134487,246.27034489008096,0.51,36,9542.25
5223,216.4656545862594,246.6042962395228,0.46,32,9526.205
5224,216.47238959359098,246.77280224286594,0.49,41,9521.285
5225,216.44931430639318,245.93745046395523,0.555,37,9554.42
5226,216.43599020230155,245.52111845750076,0.485,26,9526.22
5227,216.45587212856614,246.5184782560055,0.545,44,9533.51
5228,216.4640076106286,247.196481021551,0.565,47,9540.08
5229,216.45821456461485,246.61826121807098,0.515,44,9545.47
5230,216.48192227611707,247.0857479939094,0.46,33,9542.16
5231,216.44476800065925,247.21157481120184,0.515,39,9549.55
5232,216.45260539794,247.0421427304928,0.485,38,9532.82
5233,216.45166183248415,247.66289448738098,0.465,28,9527.73
5234,216.45621166220528,246.76622228439038,0.47,41,9548.46
5235,216.45837342050487,246.7076100386106,0.54,37,9540.595
5236,216.4524830642442,246.28009285376623,0.495,38,9555.77
5237,216.44164183967962,245.98187391574567,0.51,40,9552.73
5238,216.44571478631033,247.1484532081164,0.5,36,9533.165
5239,216.45205430907458,246.15755756084735,0.49,29,9535.385
5240,216.4264817176078,247.3651564488044,0.46,32,9585.29
5241,216.44393761298622,246.83493185043335,0.51,37,9549.24
5242,216.44015823960794,247.13779426538028,0.48,34,9532.78
5243,216.43334481149634,246.7548758983612,0.495,37,9502.66
5244,216.43485183582095,246.55331600629367,0.555,40,9548.22
5245,216.44151047798323,246.70875329237717,0.48,32,9563.87
5246,216.42090340922326,246.18998356965872,0.47,32,9526.33
5247,216.4628796349973,246.22266786373578,0.495,36,9542.995
5248,216.41756807945612,246.665332367787,0.535,42,9558.83
5249,216.44197336629185,247.13722972227976,0.525,37,9548.51
5250,216.44278738960554,246.4932416860874,0.425,30,9555.35
5251,216.43083336331136,246.7424681828572,0.51,37,9555.285
5252,216.44535085279537,246.10741324608142,0.395,28,9567.28
5253,216.43675004656478,246.9448587344243,0.485,29,9526.82
5254,216.4272113248281,246.57599832461432,0.535,43,9546.81
5255,216.4449718354988,246.87909267498895,0.485,34,9554.01
5256,216.4239105721142,247.24964018968436,0.545,44,9546.505
5257,216.433057256814,245.9297330196087,0.45,31,9553.25
5258,216.4223213785942,246.20509108213278,0.45,28,9531.965
5259,216.42017115130872,247.35206154676584,0.525,43,9573.265
5260,216.4289449355421,246.99647519221674,0.475,37,9548.385
5261,216.42343361343922,246.52176435177142,0.495,37,9545.1
