epoch,train_loss,test_loss,vae_efficiency,n0_fr1,zero_pixels
1786,221.83073387500662,244.7920493712792,0.495,30,9623.855
1787,221.84808921610468,245.50019830923813,0.49,38,9611.96
1788,221.83164494343964,245.13588975026056,0.495,40,9591.19
1789,221.82850517577614,244.9469309586745,0.485,38,9575.0
1790,221.81789687101005,244.14041644334793,0.455,33,9583.81
1791,221.8254640428345,245.3253896694917,0.52,37,9591.495
1792,221.7978696603634,244.99719274502533,0.5,35,9586.125
1793,221.83139054423842,244.62328973641763,0.48,39,9572.585
1794,221.7964002233946,244.90297268904172,0.51,35,9583.97
1795,221.8046431893929,244.23939774586603,0.515,36,9602.36
1796,221.81107652835993,245.55333030223846,0.505,34,9596.815
1797,221.8003311831674,244.91139964415476,0.55,48,9621.525
1798,221.80932317727078,244.78595443872305,0.54,39,9597.955
1799,221.78770323341857,244.61111745467554,0.52,40,9600.255
1800,221.7934044967463,244.9546132821303,0.475,35,9582.67
1801,221.76546216748724,244.83323882176325,0.495,38,9587.395
1802,221.78918260801967,244.94200937564557,0.545,44,9596.02
1803,221.77623646362147,245.07321666754208,0.49,35,9595.665
1804,221.80330188694822,245.0766678590041,0.53,43,9602.17
1805,221.78911757908875,244.76249980009518,0.53,36,9592.12
1806,221.78254779332514,245.13080595089838,0.45,34,9594.67
1807,221.76634857847532,244.56751249386713,0.525,44,9575.86
1808,221.78395412353785,244.64477290556982,0.475,35,9615.95
1809,221.77107840423048,244.72504915640906,0.505,37,9602.985
1810,221.7888738966228,244.9400063913602,0.49,32,9594.21
1811,221.76304897522894,244.6017784155332,0.475,35,9572.22
1812,221.75713166273363,244.54361806466028,0.51,37,9591.495
1813,221.75511482964382,244.8444943519739,0.515,37,9596.195
1814,221.74833035741597,244.69197432811444,0.5,36,9635.74
1815,221.74302086512537,245.08693931652948,0.52,37,9588.64
1816,221.7478360456767,245.062433719635,0.575,47,9584.08
1817,221.79423083977045,245.06629389065964,0.56,41,9589.82
1818,221.71853872705316,245.42454777314111,0.53,41,9580.58
1819,221.71627897301238,244.40504771012527,0.435,27,9605.835
1820,221.72716450992834,244.90724377448743,0.47,32,9593.905
1821,221.74307382842642,243.93249036715582,0.56,39,9569.605
1822,221.73167058429854,244.75484655453607,0.555,42,9593.45
1823,221.71591972341773,244.57362669247848,0.465,24,9607.705
1824,221.72259908157812,244.84753396877875,0.445,34,9570.42
1825,221.7197817093242,245.15909174313913,0.505,39,9582.275
1826,221.73645971374094,245.14045504881784,0.535,46,9612.21
1827,221.71337290483174,245.03990361323724,0.485,35,9567.185
1828,221.71846836649996,245.13278078115903,0.465,38,9587.25
1829,221.71867164608327,244.7936532314007,0.545,43,9598.79
1830,221.69680644847728,244.0687370942189,0.515,39,9605.35
1831,221.69306033494505,244.80335728480264,0.555,40,9607.245
1832,221.6684214715968,244.65835011005402,0.49,30,9596.74
1833,221.70977399989138,244.79570386959955,0.495,34,9610.78
1834,221.67573798565834,245.04613286715286,0.48,30,9583.065
1835,221.70486723608113,244.90616865799979,0.455,36,9579.945
1836,221.72073331756428,244.583848797358,0.505,35,9599.39
1837,221.6748197015112,244.43876493894138,0.5,42,9616.68
1838,221.69302163184406,244.7295861152502,0.51,28,9558.475
1839,221.6790375452982,244.96598115334143,0.56,42,9580.215
1840,221.68342943486599,243.5691546385105,0.48,29,9604.385
1841,221.67911726700572,244.77860303108508,0.465,38,9568.41
1842,221.68446768574773,244.79425638455612,0.53,41,9593.13
1843,221.66431679919697,245.1017337831167,0.46,32,9579.61
1844,221.66441402833576,244.53470193422757,0.515,32,9579.03
1845,221.65187502132648,244.9767125432308,0.575,46,9589.99
1846,221.65687818662403,244.77411836385727,0.525,40,9592.535
1847,221.6762338221718,244.65198734173407,0.535,46,9595.825
1848,221.63720126181838,244.69707417488098,0.5,38,9557.6
1849,221.65681856548144,244.99612005398825,0.485,30,9582.435
1850,221.65564738888327,244.4477095237145,0.455,38,9625.645
1851,221.66189425363353,244.8669855090288,0.505,32,9578.6
1852,221.63762498508774,244.97219501091882,0.485,38,9578.36
1853,221.64183447735644,245.12104565363663,0.47,43,9592.42
1854,221.59970291095834,244.90139157496967,0.48,35,9591.37
1855,221.62145753496213,245.15958360525278,0.515,45,9607.075
1856,221.6407002520405,245.5059239084904,0.5,37,9596.475
1857,221.606063891322,244.35967526069055,0.55,39,9571.605
1858,221.62148923602086,244.58026107457968,0.535,39,9590.615
1859,221.6245661106002,244.92868621532733,0.5,40,9602.19
1860,221.61185257813858,244.8857060945951,0.52,37,9592.835
1861,221.64938805354402,245.2277495127458,0.52,42,9568.89
1862,221.59298606922562,244.2571469453665,0.475,29,9575.895
1863,221.63636751411855,244.86570493074564,0.475,39,9580.265
1864,221.60205896444717,244.77126436050122,0.52,41,9602.57
1865,221.6171044830941,245.41748589735764,0.49,39,9581.05
1866,221.59849827014497,244.7159318098655,0.52,39,9584.085
1867,221.62900039906583,245.40868850854727,0.49,41,9586.92
1868,221.58250847205832,245.33404198059668,0.44,28,9578.0
1869,221.5940270269086,245.00843465328217,0.525,41,9574.025
1870,221.5972947171686,244.56421839273892,0.51,37,9598.015
1871,221.59951748387914,244.9788064773266,0.455,28,9588.515
1872,221.58109667126388,245.11630835441443,0.515,38,9594.52
1873,221.57674062043097,244.75308393056577,0.405,26,9599.07
1874,221.58616122405826,245.08288968067902,0.45,32,9599.885
1875,221.5916938636383,245.47726944776682,0.53,35,9585.045
1876,221.5686415942808,245.25997182039114,0.495,36,9598.555
1877,221.5722973830379,244.46720658815823,0.475,33,9576.825
1878,221.57895598537291,244.83646536790408,0.46,38,9596.745
1879,221.57296469109465,244.61549012019083,0.49,32,9578.85
1880,221.57305352685293,245.03082357920132,0.465,31,9580.085
1881,221.57054399764496,244.8910245666137,0.525,37,9597.145
1882,221.57075060643976,245.1139028439155,0.48,38,9610.93
1883,221.54515550529388,245.45510467657675,0.51,37,9582.77
1884,221.54426034044482,244.69614900992468,0.52,37,9581.25
1885,221.57216259735856,244.68609348627237,0.55,41,9576.605
1886,221.5480245530033,244.5941525055812,0.485,35,9601.865
1887,221.53833468239077,244.6657065153122,0.49,35,9589.95
1888,221.52288255893572,244.89023805581607,0.555,46,9581.95
1889,221.52004468784412,245.20252977884732,0.44,33,9583.02
1890,221.5280835724807,245.52346575260162,0.495,37,9593.32
1891,221.53458028449424,244.55351290336023,0.52,37,9584.775
1892,221.5439646487882,244.91596414492682,0.52,37,9597.21
1893,221.5323224697802,245.45687530590936,0.52,41,9587.535
1894,221.51808278485416,244.5383527003802,0.38,23,9600.795
1895,221.51074628476744,244.5654484492082,0.435,38,9606.88
1896,221.50702100206377,244.71670068227328,0.51,38,9579.275
1897,221.4993534788746,244.98789990865268,0.55,41,9598.245
1898,221.50179880854742,244.30350985893836,0.45,27,9584.175
1899,221.50721018889604,244.21258647625262,0.495,38,9571.23
1900,221.49987560516993,245.08614232906928,0.54,41,9600.59
1901,221.47545080732925,244.31646720262674,0.51,38,9597.495
1902,221.4810320838634,244.54483659450824,0.44,27,9618.015
1903,221.49800367257959,245.09446732814496,0.485,38,9587.01
1904,221.47379680436444,244.55387270450592,0.525,33,9588.845
1905,221.48288892511368,244.72655808008633,0.47,34,9605.665
1906,221.4976239697887,245.0019665131202,0.535,45,9589.765
1907,221.5093943888486,244.36208825844986,0.525,35,9586.195
1908,221.48072215468213,244.89039720021762,0.555,46,9572.605
1909,221.48845721882776,245.2753785940317,0.48,32,9582.235
1910,221.4683149707261,244.90767544966477,0.555,38,9607.245
1911,221.46181156133446,244.59437042933243,0.49,39,9577.025
1912,221.46485080756787,244.68783954473642,0.47,33,9589.82
1913,221.4445367169769,244.72884346888617,0.465,36,9584.96
1914,221.43174472710578,244.29370170373184,0.5,36,9597.355
1915,221.4344239190591,245.01003057681598,0.515,30,9560.715
1916,221.46706698271873,245.2041244323437,0.515,37,9593.71
1917,221.42274852555585,245.10916409584192,0.48,34,9574.805
1918,221.45185427555967,244.79026091557282,0.42,30,9579.17
1919,221.45237372732257,244.5220190378336,0.56,37,9581.09
1920,221.43248799362846,244.67669103695795,0.485,36,9573.36
1921,221.43101987125053,245.21235672327188,0.545,39,9615.5
1922,221.42921891319298,244.51010355582605,0.515,33,9579.94
1923,221.43475930833577,245.46729977314288,0.575,47,9579.845
1924,221.44372397947376,244.54967636328476,0.455,38,9604.65
1925,221.40959029393196,244.43573548931343,0.47,33,9608.09
1926,221.418953400635,245.0980248084435,0.54,45,9550.11
1927,221.44730352457842,244.69439169076773,0.5,37,9589.495
1928,221.4374311993969,245.2629595536452,0.55,39,9574.845
1929,221.40534457279549,244.70709794301254,0.46,38,9573.58
1930,221.46145373883544,244.7097750535378,0.505,33,9590.06
1931,221.42473946844473,244.84778362054092,0.55,50,9612.3
1932,221.40470854048866,244.26564566905682,0.45,29,9598.86
1933,221.40355097144646,244.5698643372609,0.51,38,9568.73
1934,221.41872951930262,244.66080731611984,0.445,29,9595.865
1935,221.4462616351697,244.98275523919327,0.525,37,9590.22
1936,221.40020536711404,244.9831354709772,0.49,34,9601.82
1937,221.4003782119716,245.16650494245383,0.51,38,9601.44
1938,221.41898342749454,244.46087402563828,0.475,33,9580.81
1939,221.37186104021973,245.0648618386342,0.465,37,9591.62
1940,221.40482996164562,245.3583526427929,0.44,29,9575.855
1941,221.3699026635427,245.26152883584683,0.48,33,9617.765
1942,221.39842232784252,244.64325726949252,0.475,28,9587.55
1943,221.36325249412477,244.92503208380478,0.5,36,9574.16
1944,221.3729497231901,244.54232896291293,0.47,34,9583.125
1945,221.37046046548457,245.24411505919235,0.465,30,9589.885
1946,221.399096527181,244.1517612017118,0.5,40,9570.205
1947,221.37049184647154,244.47091287832993,0.5,38,9581.11
1948,221.38021959049857,244.17073847238834,0.5,34,9593.95
1949,221.3595526909941,244.71007598363437,0.515,38,9585.17
1950,221.36870707282387,244.78521627646225,0.55,46,9576.22
1951,221.34239824769193,244.9948115165417,0.535,39,9583.5
1952,221.36081607704062,244.74516300971692,0.495,31,9582.625
1953,221.3547790613394,245.01905466960028,0.495,35,9577.245
1954,221.35187879398708,245.07806885242462,0.48,35,9590.645
1955,221.3484946758059,245.1145578622818,0.515,42,9584.315
1956,221.34269190292463,244.56058497612293,0.465,33,9600.97
1957,221.34117147628535,244.62182389772855,0.52,43,9590.75
1958,221.32873596089075,245.2756531421955,0.51,32,9576.03
1959,221.34037179689622,244.91895882899945,0.5,37,9605.255
1960,221.34672081076215,244.29718072597797,0.485,34,9585.025
1961,221.32185524939183,244.76650934035962,0.58,45,9570.08
1962,221.33779675414368,245.52013568236276,0.485,42,9581.365
1963,221.3227359354269,244.78772817208215,0.5,43,9570.23
1964,221.32241976702656,244.58578342657822,0.49,40,9587.335
1965,221.3083103533435,244.54565613086407,0.47,40,9571.455
1966,221.33136031446324,244.93707176355215,0.545,41,9591.96
1967,221.30645896668588,244.9390043753844,0.51,36,9605.16
1968,221.3205421501826,244.57955112365576,0.465,35,9609.86
1969,221.32174529296708,245.34894635585638,0.51,39,9624.44
1970,221.31493691855897,244.6363667341379,0.475,27,9569.125
1971,221.30427479987426,245.30724974778983,0.5,41,9572.86
1972,221.30173120526274,244.9570326438317,0.45,31,9563.6
1973,221.30082469661684,245.17185387244592,0.55,40,9578.03
1974,221.28974134226868,245.70058531027573,0.51,41,9575.26
1975,221.31488621233078,245.30804154506097,0.495,41,9567.785
1976,221.29457286014332,244.0456399138157,0.545,40,9584.48
1977,221.2799043107407,243.57712591152924,0.46,29,9572.55
1978,221.2940438696023,244.75257634199582,0.47,35,9596.72
1979,221.28128035216412,244.79464623561273,0.55,38,9588.235
1980,221.25405114366777,245.3317282474958,0.45,38,9576.92
1981,221.26245494907067,244.7289711695451,0.51,36,9581.45
1982,221.25582115505912,244.86268338331809,0.485,33,9542.945
1983,221.26852614529665,245.1818474164376,0.545,35,9576.27
1984,221.2687083370637,245.21428337922464,0.48,35,9603.945
1985,221.26831880711035,244.52289672998282,0.535,41,9588.555
1986,221.26853500672038,245.3500489271604,0.48,40,9599.48
1987,221.2522100144235,244.54162266162726,0.565,44,9610.42
1988,221.25401870333337,244.45314113910382,0.565,42,9597.865
1989,221.2506169556227,244.85430339208017,0.495,32,9610.03
1990,221.23849370322964,244.74544031803424,0.485,36,9593.93
1991,221.223384387681,244.72801421238825,0.48,40,9574.34
1992,221.23273029975675,245.00345407999478,0.465,31,9572.62
1993,221.24879892387327,244.60663539629715,0.465,31,9596.775
1994,221.2285352351371,244.8550319121434,0.545,42,9610.14
1995,221.2321585975139,244.5704593383349,0.51,38,9608.665
1996,221.2211397220732,245.08818178910477,0.5,35,9577.64
1997,221.22314520860442,244.26744777422684,0.53,44,9616.605
1998,221.2325477289038,245.30001996113702,0.435,33,9608.73
1999,221.20939988454765,244.61873850455652,0.535,37,9581.87
2000,221.22022357842414,244.78316223621368,0.47,31,9584.1
2001,221.24989749272956,245.02626045850607,0.56,43,9576.685
2002,221.22821828908735,244.69348584688626,0.465,27,9583.465
2003,221.23298353815275,244.37604113725516,0.515,43,9571.7
2004,221.22375712244272,245.2404425235895,0.5,35,9590.125
2005,221.2040805895142,245.2101912865272,0.45,29,9575.615
2006,221.2023843562634,244.40736884337204,0.47,34,9576.535
2007,221.21076275099162,245.09903307144458,0.515,40,9580.89
2008,221.19141341716556,244.8747934286411,0.46,35,9603.845
2009,221.17687613439713,244.16136831962146,0.53,38,9580.405
2010,221.19293783903305,243.99146383542282,0.455,36,9594.85
2011,221.2019417853894,245.02227213749518,0.525,37,9581.585
2012,221.16985049521736,244.74545409129217,0.44,31,9580.48
2013,221.19540766626028,244.41148795531348,0.505,38,9585.73
2014,221.1797984529788,244.52623547957495,0.51,38,9585.88
2015,221.17163425370555,244.7856275668511,0.515,36,9574.59
2016,221.17374691979913,244.5792055450953,0.48,35,9577.695
2017,221.19062525541784,244.22429265884253,0.505,33,9592.91
2018,221.14643925767248,245.19097142036145,0.535,37,9570.155
2019,221.1835828233721,244.57756128677954,0.525,40,9576.13
2020,221.1621299665742,245.0480840572944,0.515,37,9588.325
2021,221.18761601569432,244.53799250492682,0.575,46,9585.27
2022,221.15951271679248,244.88180134846613,0.515,39,9567.26
2023,221.1710232009504,244.657712496244,0.5,39,9585.395
2024,221.160657462033,244.34678633396442,0.54,40,9586.9
2025,221.15193820977208,245.11211960132306,0.535,40,9601.21
2026,221.14914218377567,245.0003535105632,0.535,39,9592.825
2027,221.13753719588567,245.56758793042258,0.485,34,9584.645
2028,221.126158240001,244.84305785252496,0.535,38,9574.48
2029,221.1513874860385,244.61318124716098,0.48,36,9594.555
2030,221.14101872344585,244.44465229144464,0.495,43,9569.965
2031,221.13278899609253,244.43218078980078,0.53,40,9587.945
2032,221.15903797013024,245.27217129560617,0.455,32,9596.835
2033,221.1378773254804,244.6346393456826,0.535,44,9577.235
2034,221.15470391790817,244.96595323085785,0.495,33,9572.71
2035,221.1332224459387,245.1473838365995,0.5,37,9572.3
2036,221.10287480469867,244.75084547813123,0.505,36,9599.39
2037,221.13045842828157,244.850932598114,0.445,32,9573.115
2038,221.1246729320078,244.72888197807166,0.455,31,9555.885
2039,221.11206522120187,244.8700418655689,0.475,25,9584.65
2040,221.11308085716746,245.16989612579346,0.54,41,9588.6
2041,221.13174427778432,245.0163123515936,0.5,39,9590.165
2042,221.10514207737344,245.20157663638776,0.45,29,9573.15
2043,221.1089649909772,245.10680844233588,0.565,49,9585.19
2044,221.08601066823087,245.71875929832458,0.435,35,9570.34
2045,221.10259429188585,244.6575953226823,0.44,33,9601.15
2046,221.07381457814427,245.14336837255038,0.47,36,9585.125
2047,221.12306163958198,244.65414776251868,0.525,38,9571.495
2048,221.09935043839633,245.16214985113876,0.57,46,9617.425
2049,221.10534864517814,244.8673814351742,0.465,33,9572.46
2050,221.0849857263459,245.21261735145862,0.42,28,9592.4
2051,221.08338441283323,245.0189977792593,0.545,35,9576.875
2052,221.07343265781714,245.08898782730103,0.575,38,9563.9
2053,221.0949457232826,244.8036811351776,0.465,33,9586.12
2054,221.07085324133192,244.57020563345688,0.475,30,9588.84
2055,221.07531199828097,244.67686345027045,0.5,36,9590.075
2056,221.08217839899632,244.9725359082222,0.495,38,9590.935
2057,221.05713750051117,244.66669596158542,0.54,34,9596.74
2058,221.08864050692054,244.7728205369069,0.475,28,9569.215
2059,221.0503039442172,244.03550824752222,0.505,34,9565.925
2060,221.0723719960977,244.9386938902048,0.535,45,9561.59
2061,221.05842553964203,245.316583440854,0.52,37,9584.985
2062,221.05865138006945,244.83306523928275,0.535,43,9595.425
2063,221.0716800800167,244.69962874742654,0.48,27,9589.965
2064,221.05343874277384,245.20258103884183,0.49,39,9586.965
2065,221.06593541135294,244.9300091450031,0.575,42,9605.49
2066,221.04944225143248,244.3839716361119,0.48,31,9594.305
2067,221.0225837334248,244.53942762888394,0.495,38,9588.605
2068,221.0387621331444,244.60845050903467,0.56,44,9581.095
2069,221.06522003322672,243.87103764827435,0.495,38,9567.675
2070,221.03020369383353,244.70549141443692,0.465,33,9605.68
2071,221.0238586754865,244.77909668592307,0.565,45,9575.11
2072,221.0152782207036,244.88393726257178,0.51,38,9568.2
2073,221.02339992543543,244.88420529548938,0.475,35,9594.835
2074,221.02060008212536,244.34620683926804,0.48,35,9565.445
2075,221.01494275991226,244.53123143086066,0.5,40,9590.69
2076,221.01320304021732,245.42713374357956,0.495,32,9613.88
2077,221.0394475634842,244.50928289156693,0.54,37,9580.2
2078,221.0272155035525,244.78368871945602,0.49,35,9589.17
2079,221.00804477500364,244.27232401187604,0.49,34,9557.84
2080,221.0028902462862,245.30504180834845,0.475,31,9569.71
2081,221.01527942773174,244.22841649789078,0.465,34,9585.885
2082,220.98432064245358,245.35910533024713,0.525,40,9573.395
2083,221.01222222346647,244.63057628044714,0.505,41,9578.455
2084,221.00619792545774,244.98171570667853,0.52,38,9580.985
2085,221.00269156631728,245.26261840416834,0.505,38,9587.24
2086,220.99103333691673,245.27555789397314,0.43,33,9612.44
2087,221.0355106022932,245.03161844840417,0.45,34,9568.08
2088,220.99623604849916,244.63778892847208,0.515,41,9589.265
2089,220.98560865542052,245.08105646188443,0.445,31,9579.525
2090,220.98832623360087,245.48878027842596,0.485,38,9577.425
2091,220.9714361259694,244.59685319203598,0.525,46,9571.315
2092,220.9970960824923,244.4745698938003,0.48,29,9598.825
2093,220.9860632852381,245.00385073515085,0.56,40,9582.09
2094,220.96857727665923,245.30099160854633,0.5,38,9584.205
2095,220.9813476144459,245.2366621861091,0.475,40,9545.28
2096,220.96834696075064,244.5229373574257,0.41,32,9607.1
2097,220.93543275211883,244.5849920969743,0.515,35,9592.73
2098,220.94179949115787,244.29023302518405,0.51,38,9560.1
2099,220.95566865740489,244.96400547944583,0.52,40,9572.61
2100,220.97015764741994,244.63459783792496,0.535,42,9564.83
2101,220.9462408610296,244.66118018902264,0.52,38,9606.815
2102,220.94102871532468,245.1587988963494,0.52,37,9576.12
2103,220.95482192485002,244.80205614750201,0.48,36,9587.015
2104,220.9496469920664,244.64565484340375,0.51,39,9574.335
2105,220.92354757381347,244.6142482849268,0.515,38,9595.525
2106,220.95725248965016,244.78479040586032,0.55,40,9616.925
2107,220.94891365300117,245.2764650308169,0.5,40,9580.245
2108,220.9373732922808,245.26823743031576,0.495,37,9582.16
2109,220.9470293033125,244.86239733145788,0.485,31,9604.2
2110,220.92678954611827,244.41783446532028,0.465,38,9584.99
2111,220.92388689843207,244.60682645210852,0.54,40,9575.66
2112,220.9560584885339,244.72082987198462,0.485,33,9590.835
2113,220.91121057191467,244.55503177642822,0.465,32,9595.185
2114,220.93112244509356,245.50348425828494,0.54,44,9576.425
2115,220.91437139890485,244.7895087645604,0.505,37,9588.645
2116,220.90676936164277,244.30351078510284,0.485,36,9606.04
2117,220.93854094721743,244.84956182883337,0.475,35,9573.07
2118,220.91447362157015,245.05287390030347,0.55,42,9575.93
2119,220.90606657649445,244.85147119485416,0.505,44,9594.84
2120,220.9157080578379,244.80916741261115,0.53,38,9582.66
2121,220.91068989887887,244.60099162505225,0.51,40,9571.1
2122,220.90439744294372,244.60469868549933,0.48,27,9594.95
2123,220.88934768225576,245.12731526448175,0.48,40,9594.635
2124,220.89918535945074,244.82114734099463,0.52,41,9572.305
2125,220.90900586876378,245.29168825883133,0.47,33,9563.94
2126,220.90227326444148,244.58747394726828,0.545,48,9550.395
2127,220.91016270260025,244.6450029519888,0.515,37,9608.18
2128,220.89117612520417,245.11522772220465,0.445,31,9570.585
2129,220.86931586530838,244.85321085269635,0.45,36,9576.675
2130,220.89152470108868,244.72052697034982,0.535,39,9591.625
2131,220.86849959538742,244.94420664127057,0.495,38,9576.35
2132,220.8778471601498,245.229090488874,0.52,41,9594.245
2133,220.85848010376702,244.88448568490836,0.47,30,9588.845
2134,220.88658191626837,244.3505986057795,0.5,39,9602.97
2135,220.87631072207316,244.88867023357977,0.475,44,9575.81
2136,220.8726243488746,244.2110759478349,0.595,49,9572.45
2137,220.86238085324217,244.8052154504336,0.48,33,9571.35
2138,220.87026418387353,244.3465018914296,0.48,34,9585.98
2139,220.86376495663666,244.58300678546613,0.53,44,9585.075
2140,220.8768111140131,245.0872278855397,0.45,30,9591.95
2141,220.8750224864223,245.5365087389946,0.49,34,9605.23
2142,220.8399112691532,245.01868941692206,0.5,29,9585.56
2143,220.84511616338665,244.46355458406302,0.455,27,9597.86
2144,220.8436092736608,244.88550468591544,0.525,39,9562.5
2145,220.84217864764642,245.2103761434555,0.455,37,9592.775
2146,220.83482040302943,244.64442783135635,0.515,40,9597.45
2147,220.83279164457736,244.9753396511078,0.555,38,9560.595
2148,220.8235404481613,245.06003941022433,0.46,32,9595.025
2149,220.84615983194084,245.42207270402176,0.515,37,9576.155
2150,220.81630943803012,245.3466999255694,0.44,31,9579.28
2151,220.80310537800196,245.37068814497727,0.47,34,9574.84
2152,220.79505105404533,244.71005032612726,0.495,35,9580.68
2153,220.82588385605374,244.74506579912625,0.49,38,9608.65
2154,220.83591162041,244.81039909216074,0.525,40,9567.03
2155,220.84148706355631,244.66488864788641,0.495,35,9556.405
2156,220.8195264531679,245.35297589118665,0.495,33,9587.44
2157,220.82078080685324,244.92479666379782,0.525,35,9574.885
2158,220.80085188149496,245.12840310426859,0.47,34,9576.51
2159,220.80824702651995,244.51586784766272,0.51,37,9590.5
2160,220.79285043944057,244.03236827483545,0.455,32,9568.025
2161,220.79272369887113,244.64281125252063,0.49,32,9589.52
2162,220.7891300110133,245.38219767350418,0.555,39,9587.725
2163,220.78810313648793,244.972688803306,0.505,38,9603.02
2164,220.78957614075972,244.90268186422495,0.465,38,9564.715
2165,220.79135018691585,244.89696694337405,0.47,32,9564.685
2166,220.79580799062666,245.2843424173502,0.535,44,9579.875
2167,220.78699559806378,245.4670241704354,0.53,37,9612.575
2168,220.77871137187896,243.78922206621903,0.57,48,9610.65
2169,220.75998400522613,245.24645951161017,0.53,43,9559.36
2170,220.79280951996617,244.94084548950195,0.485,36,9544.985
2171,220.7867717920253,245.30869524295514,0.46,31,9583.62
2172,220.7849289661972,244.407897233963,0.52,42,9615.34
2173,220.787143919203,244.71753002588565,0.53,40,9584.96
2174,220.75823727912828,244.89934367399948,0.495,33,9583.39
2175,220.781280507694,244.21665496092575,0.475,29,9580.865
2176,220.78017398530145,245.41688621961154,0.53,36,9560.735
2177,220.758652449708,244.9512014572437,0.52,39,9571.805
2178,220.74240809078535,245.41508242717157,0.43,34,9584.06
2179,220.75904599378575,243.89062118530273,0.53,39,9567.22
2180,220.75510566966088,244.9414440393448,0.515,39,9585.54
2181,220.75002691335493,244.86321644599622,0.54,48,9569.335
2182,220.73185262053573,244.96091585892898,0.495,41,9610.59
2183,220.76541529950381,245.4513779603518,0.445,30,9580.98
2184,220.7544097912019,244.6000418663025,0.425,32,9565.145
2185,220.74773719437582,244.73805649463947,0.54,37,9592.905
2186,220.73569611931808,244.76841000410226,0.43,23,9567.48
2187,220.74517432074597,244.43462410339941,0.495,38,9590.5
2188,220.75226957713335,244.81967539053696,0.52,35,9594.17
2189,220.72931280486415,245.27753251332504,0.47,36,9584.995
2190,220.73623314770126,244.80382338853983,0.455,34,9586.865
2191,220.73728684575215,244.55448817289792,0.52,42,9580.745
2192,220.70931075633507,244.78962089006717,0.395,26,9601.535
2193,220.74260595269618,244.32361923272794,0.51,37,9572.775
2194,220.73569870489325,244.6634452159588,0.505,35,9589.37
2195,220.7374049109523,245.30295924039987,0.46,33,9576.54
2196,220.73219475108772,245.21094294694754,0.46,35,9551.95
2197,220.73803520696845,244.29152956375708,0.48,37,9594.22
2198,220.7153735783674,245.01938198162958,0.47,36,9591.37
2199,220.7039940544353,244.72289611743048,0.48,38,9598.25
2200,220.6871487129536,244.17223347150363,0.485,39,9576.23
2201,220.7180962675211,245.11667837546423,0.495,39,9570.75
2202,220.69329002553636,244.7390116086373,0.525,41,9572.8
2203,220.6789624778586,244.8345177081915,0.51,35,9576.005
2204,220.71507755064997,244.86330872315628,0.575,42,9593.03
2205,220.6864124007967,244.91361013742593,0.48,37,9581.35
2206,220.68279177400146,244.73126657192523,0.535,36,9585.9
2207,220.70383492905708,244.5709354327275,0.505,39,9584.57
2208,220.70975987661578,245.7695428133011,0.495,33,9592.46
2209,220.69465459990187,246.16780611184927,0.54,40,9572.815
2210,220.68771994657186,244.84933243348047,0.555,46,9577.98
2211,220.68403629529152,245.3129373697134,0.505,37,9559.29
2212,220.6756815332553,245.04255826656635,0.51,40,9579.2
2213,220.68336855146038,244.58761226672394,0.475,32,9560.0
2214,220.67378877216206,244.8081124012287,0.44,32,9595.845
2215,220.69074720130644,245.0883764899694,0.48,36,9602.485
2216,220.6697692237346,245.4247287970323,0.535,36,9586.77
2217,220.6731878811767,245.16043988099466,0.44,33,9558.41
2218,220.64937388113842,244.78883680930505,0.455,31,9575.245
2219,220.64233796652127,244.7191662604992,0.55,39,9566.495
2220,220.6428946626021,244.46302285561194,0.46,42,9580.88
2221,220.65402683821452,244.67711681586044,0.455,39,9578.96
2222,220.67592119723628,244.25428468447464,0.515,42,9575.66
2223,220.65026270908984,244.99411962124017,0.525,37,9562.21
2224,220.6517397106248,245.39771526020306,0.47,28,9595.46
2225,220.6479351012886,244.89459153322073,0.435,32,9565.73
2226,220.64590670796832,244.6244264611831,0.515,37,9584.485
2227,220.63436903747876,244.98054881279285,0.565,44,9585.465
2228,220.6297893963142,244.88027685422165,0.495,34,9608.655
2229,220.65830802248848,244.38223548118884,0.46,32,9584.475
2230,220.63569928247597,244.9971688252229,0.535,38,9575.925
2231,220.653679852514,245.27329755746402,0.465,37,9611.65
2232,220.6299361252345,244.57712965745193,0.51,42,9578.86
2233,220.6254443325769,244.41688659557929,0.425,36,9572.29
2234,220.61130231866892,244.7710064099385,0.43,26,9573.18
2235,220.64793456114933,245.45711069382153,0.465,38,9570.55
2236,220.62142996954455,245.297408755009,0.51,40,9592.805
2237,220.61127193016608,244.65132238314703,0.495,31,9574.62
2238,220.63422923646965,245.0684422988158,0.47,34,9551.62
2239,220.61018345563483,245.2016555070877,0.43,33,9582.225
2240,220.64705656156582,244.40183593676642,0.47,40,9603.1
2241,220.5868403698282,245.1423896276034,0.485,36,9578.14
2242,220.59674042438775,244.6574763609813,0.49,40,9580.085
2243,220.60132900866552,244.81560371472284,0.5,40,9599.465
2244,220.61188832500906,246.13415627296155,0.485,31,9570.945
2245,220.61452657510333,244.39677627270038,0.48,36,9576.295
2246,220.6027250500682,244.68730847652142,0.53,41,9574.855
2247,220.60875950868382,244.8786910864023,0.495,38,9575.25
2248,220.57147951566523,245.23152750730515,0.455,37,9580.6
2249,220.5793820953718,244.58538503371753,0.53,40,9604.23
2250,220.59118922907592,244.86547742898648,0.52,38,9544.76
2251,220.56375056137273,244.2376469373703,0.465,36,9595.895
